step,sim_time_s,motion_frame,reference_joint_pos,actual_joint_pos,reference_joint_vel,actual_joint_vel,policy_action,anchor_position_error,anchor_rotation_error,body_position_error,body_rotation_error,total_reward,total_reward_rate,terminated,truncated,done,reward/motion_global_root_pos,reward/motion_global_root_ori,reward/motion_body_pos,reward/motion_body_ori,reward/motion_body_lin_vel,reward/motion_body_ang_vel,reward/action_rate_l2,reward/joint_limit,reward/self_collisions,termination/time_out,termination/anchor_pos,termination/anchor_ori,termination/ee_body_pos
0,0.0,0,"[-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,-0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0]","[-0.31066733598709106,-0.0020277570001780987,-0.004882446490228176,0.6545394659042358,-0.3349650800228119,-0.001083762850612402,-0.3042801320552826,0.002760565374046564,0.0022365024778991938,0.6486291289329529,-0.33453047275543213,0.000647839333396405,0.0011441921815276146,0.0013122288510203362,0.0035327905789017677,0.19930778443813324,0.19922403991222382,0.001469999086111784,0.6132900714874268,0.0007456301245838404,0.0006690926384180784,0.0008910974720492959,0.1929277628660202,-0.19944660365581512,-0.0002676960430108011,0.6201340556144714,-0.0005363444797694683,-0.0027136914432048798,0.0007110353326424956]","[-0.1439303159713745,-0.18440689146518707,-0.052548717707395554,-0.3897666931152344,0.3597959876060486,-0.051044587045907974,0.06860941648483276,0.0230407677590847,-0.047802168875932693,-0.03923177719116211,0.33213645219802856,0.05057002976536751,0.13759943842887878,-0.03945637866854668,0.1918039619922638,-0.029940903186798096,0.0374913215637207,0.004282774403691292,-0.0697016716003418,-0.004515498410910368,-0.012242410331964493,0.001168852555565536,-0.09490475058555603,-0.02370476722717285,-0.006950163748115301,-0.10811090469360352,0.00546393683180213,-0.028002653270959854,-0.0004745328624267131]","[-0.06956875324249268,0.008878529071807861,-0.2370995134115219,0.1647988110780716,0.8221119046211243,-0.03292320668697357,0.19629226624965668,0.1321546584367752,-0.019748706370592117,-0.24413105845451355,0.8541315197944641,0.018950024619698524,0.02462143264710903,0.14974790811538696,0.36683180928230286,-0.13420434296131134,-0.15749864280223846,0.13742472231388092,1.2147555351257324,0.05348630249500275,0.07216190546751022,0.06417659670114517,-0.6028450727462769,0.08257098495960236,-0.018954405561089516,1.6945428848266602,-0.03991509601473808,-0.06670916825532913,0.0476849228143692]","[-0.27809417247772217,0.04318553954362869,-0.11775534600019455,0.6050670742988586,0.0802992582321167,-0.08005184680223465,-0.30566778779029846,-0.07943324744701385,0.1429336816072464,0.3029695153236389,0.053510554134845734,-0.009533721953630447,-0.040392570197582245,0.05219334363937378,0.011882457882165909,-0.17047229409217834,0.09483294188976288,0.08564773201942444,-0.4430185854434967,0.08024705201387405,0.1240803599357605,0.2949105501174927,-0.28424662351608276,-0.07131538540124893,-0.07222151011228561,-0.2686290740966797,-0.032275307923555374,-0.21521466970443726,0.12083695828914642]",0.0032913379836827517,0.004995555151253939,0.004193322267383337,0.012405919842422009,0.08647682517766953,4.323841258883476,0,0,0,0.4999578893184662,0.4999512732028961,0.9998565316200256,0.9993497133255005,0.9927201867103577,0.965569257736206,-0.6335636377334595,-0.0,-0.0,0.0,0.0,0.0,0.0
1,0.02,1,"[-0.3148786127567291,-0.0036881377454847097,-0.001050974358804524,0.6612046957015991,-0.35580408573150635,-0.0010208917083218694,-0.310627818107605,0.0004608153540175408,-0.0009560433682054281,0.6682153940200806,-0.35635727643966675,0.001011400599963963,0.0027519885916262865,-0.0007891275454312563,0.003836079267784953,0.19940118491649628,0.20074982941150665,8.565548341721296e-05,0.5986059904098511,-9.03099644347094e-05,-0.0002448481973260641,2.3377049728878774e-05,0.19810190796852112,-0.2004740983247757,-0.00013900327030569315,0.5978378057479858,0.00010927873518085107,-0.0005600530421361327,-9.490657248534262e-06]","[-0.319286048412323,-5.0630420446395874e-05,-0.010334840975701809,0.6702445149421692,-0.33489516377449036,-0.0011963965371251106,-0.3070806562900543,0.005699858535081148,-0.0015824693255126476,0.6547994613647461,-0.33270585536956787,0.0007231197087094188,0.0011149668134748936,0.006242509465664625,0.0066887205466628075,0.2009979635477066,0.19514212012290955,0.0014516528462991118,0.6324511766433716,0.0025087466929107904,0.001286826329305768,0.0023180036805570126,0.18369725346565247,-0.19734562933444977,-0.000657861412037164,0.6553202271461487,-0.001731735304929316,-0.0035007570404559374,0.0019458308815956116]","[-0.38400739431381226,-0.23244647681713104,0.06752828508615494,-0.3898531198501587,0.25983303785324097,-0.1467026323080063,0.103750079870224,0.19430887699127197,-0.06377952545881271,0.08622407913208008,0.45687928795814514,0.11723167449235916,0.15033024549484253,-0.028002751991152763,0.25374332070350647,-0.04654601216316223,0.05992315709590912,0.009434456937015057,-0.06015598773956299,0.00447802385315299,-0.023696472868323326,0.002091794740408659,-0.16161911189556122,-0.00893324613571167,-0.01680070161819458,-0.09658187627792358,0.009687548503279686,-0.03273339197039604,-0.005792124196887016]","[-0.47290581464767456,0.12354683130979538,-0.28791752457618713,0.8486133217811584,-0.31849125027656555,0.006197233684360981,-0.17326956987380981,0.15173538029193878,-0.24411046504974365,0.3591517508029938,-0.19552350044250488,-0.002629779977723956,-0.0052423737943172455,0.27432161569595337,0.0677686333656311,0.21325170993804932,-0.22263863682746887,-0.062381718307733536,0.7961957454681396,0.1002112552523613,0.015353846363723278,0.07428129017353058,-0.3427076041698456,0.12089800834655762,-0.014337403699755669,1.7142826318740845,-0.06708596646785736,-0.034320931881666183,0.0672311782836914]","[-0.4977836310863495,0.0611819252371788,-0.14845678210258484,0.7786270380020142,-0.015885472297668457,-0.08694974333047867,-0.4503379762172699,-0.17441797256469727,0.2095400094985962,0.3516436815261841,-0.13912522792816162,-0.009375285357236862,-0.054651953279972076,-0.02854984812438488,0.006936844438314438,-0.2519521415233612,0.1449507772922516,0.07741499692201614,-0.6575168371200562,0.11189372092485428,0.07922567427158356,0.37734538316726685,-0.4161483645439148,-0.1164904236793518,-0.08290011435747147,-0.4045003652572632,-0.05394987389445305,-0.43221431970596313,0.16341647505760193]",0.0014710758114233613,0.0049821762368083,0.0027382310945540667,0.0192211102694273,0.09432151913642883,4.716075956821442,0,0,0,0.49999022483825684,0.4999504089355469,0.9998900890350342,0.9973300695419312,0.9464786648750305,0.9334301352500916,-0.1609937697649002,-0.0,-0.0,0.0,0.0,0.0,0.0
2,0.04,2,"[-0.3273603022098541,-0.00929785892367363,0.0027011313941329718,0.6534059047698975,-0.3526066839694977,-0.0058681052178144455,-0.3078500032424927,0.0077723548747599125,-0.002551181009039283,0.672448992729187,-0.3447248339653015,0.0046892669051885605,0.00601320993155241,-0.0011201100423932076,0.010149733163416386,0.19813816249370575,0.2023969292640686,0.00037737825186923146,0.5975937843322754,0.00017912095063365996,-0.0009478589054197073,8.367178816115484e-05,0.1935352385044098,-0.2003573328256607,-0.0006720280507579446,0.596136748790741,0.0003875019319821149,-0.0013093355810269713,-0.00023168495681602508]","[-0.33487120270729065,0.0027399456594139338,-0.015665797516703606,0.6862448453903198,-0.34553250670433044,-0.0009268741705454886,-0.31686487793922424,0.008938467130064964,-0.006279855966567993,0.660851001739502,-0.33980831503868103,0.0005720676854252815,0.0009587648091837764,0.011482526548206806,0.001218265388160944,0.21141451597213745,0.19128403067588806,-0.0008721441263332963,0.6376194953918457,0.004503271542489529,0.0011757082538679242,0.004068269394338131,0.180942103266716,-0.19505667686462402,-0.0008435369236394763,0.6818237900733948,-0.003437129082158208,-0.004707389511168003,0.0034613830503076315]","[-0.865375280380249,-0.24869386851787567,0.10584022849798203,0.5220815539360046,0.08979290723800659,-0.09919917583465576,-0.09816214442253113,0.2571774423122406,0.01133502833545208,0.5980566143989563,0.0110626220703125,0.05906469002366066,0.23939423263072968,-0.028443314135074615,0.5450739860534668,-0.1881718635559082,0.006455555558204651,0.051666900515556335,0.1916542649269104,0.018672728911042213,-0.026447393000125885,0.011188638396561146,-0.41220635175704956,0.07519349455833435,-0.044826678931713104,0.15678256750106812,0.008952533826231956,-0.018191982060670853,-0.023797035217285156]","[-0.8425037264823914,0.13841129839420319,-0.24587833881378174,0.7186798453330994,-0.5835697650909424,0.016981050372123718,-0.5678407549858093,0.1595304310321808,-0.21611633896827698,0.2352028489112854,-0.38277751207351685,-0.0078096515499055386,-0.00938671175390482,0.24097923934459686,-0.34768903255462646,0.6225863099098206,-0.17363382875919342,-0.12890230119228363,0.050506941974163055,0.09854278713464737,-0.014847155660390854,0.09279809147119522,-0.06979944556951523,0.11184763163328171,-0.004281079862266779,1.1283495426177979,-0.09195493161678314,-0.06567791849374771,0.07871797680854797]","[-0.6703941822052002,0.04819644242525101,-0.15794813632965088,0.9559340476989746,-0.05779024958610535,-0.10588078200817108,-0.5472503900527954,-0.2210405021905899,0.3291432559490204,0.3642447292804718,-0.3554297387599945,-0.04412148520350456,-0.05758129805326462,-0.10807400941848755,0.030098173767328262,-0.28526929020881653,0.1707335114479065,0.08458814024925232,-0.7854423522949219,0.10356847196817398,0.02899395115673542,0.49121540784835815,-0.507239043712616,-0.1373492330312729,-0.06195848435163498,-0.49009448289871216,-0.08005410432815552,-0.5848941802978516,0.20537978410720825]",0.005354446358978748,0.005328434053808451,0.006539069581776857,0.030341625213623047,0.09490415453910828,4.745207726955414,0,0,0,0.49984651803970337,0.49988245964050293,0.9994896054267883,0.9928514361381531,0.9056167602539062,0.9577707648277283,-0.11024990677833557,-0.0,-0.0,0.0,0.0,0.0,0.0
3,0.06,3,"[-0.3494936227798462,-0.013635892421007156,0.003182634711265564,0.6820879578590393,-0.3522123694419861,-0.004988858476281166,-0.3145543038845062,0.010747913271188736,-0.0005026422441005707,0.6921376585960388,-0.35591477155685425,0.0033739879727363586,0.01232775766402483,-0.001926860073581338,0.025639038532972336,0.19187431037425995,0.20100805163383484,0.0021523316390812397,0.6062721610069275,0.0006565991789102554,-0.0013027439126744866,0.00047092256136238575,0.18161365389823914,-0.19746635854244232,-0.0019320703577250242,0.6041091084480286,0.0004673800722230226,-0.0012877322733402252,-0.0009613720467314124]","[-0.35917243361473083,0.005328694824129343,-0.02239443175494671,0.7051368355751038,-0.3573416471481323,-0.001312212203629315,-0.33462977409362793,0.012852853164076805,-0.00992673821747303,0.6673433780670166,-0.34718209505081177,0.00041788953240029514,0.0008329691481776536,0.01623220182955265,-0.007603146135807037,0.22635561227798462,0.1878659427165985,-0.0017916095675900578,0.6292081475257874,0.0056901052594184875,0.0008659721352159977,0.006420802790671587,0.17971934378147125,-0.19395717978477478,-0.0008672766853123903,0.6972862482070923,-0.007086791098117828,-0.006331818178296089,0.0053071025758981705]","[-0.9822227358818054,-0.1398879438638687,-0.005106238182634115,1.8285200595855713,-0.1662418246269226,0.08460789173841476,-0.3742538392543793,0.13389982283115387,0.09489721804857254,1.3136506080627441,-0.7021963596343994,-0.053103771060705185,0.3127599358558655,0.01755288615822792,0.9365599751472473,-0.32734984159469604,-0.17558224499225616,0.0696268081665039,0.5852401256561279,0.027483440935611725,0.015852972865104675,0.02331252582371235,-0.6309777498245239,0.20713657140731812,-0.04758629947900772,0.5449250340461731,0.0006430884241126478,0.03696783632040024,-0.03949712589383125]","[-1.2997163534164429,0.134724959731102,-0.3391698896884918,1.0166159868240356,-0.5876275300979614,-0.029247235506772995,-0.9730249047279358,0.21181641519069672,-0.16268469393253326,0.3744126856327057,-0.34662386775016785,-0.005213060881942511,-0.005664881318807602,0.23269781470298767,-0.387264609336853,0.7410841584205627,-0.16091729700565338,-0.017679696902632713,-0.5664657354354858,0.044397033751010895,-0.012544305063784122,0.1248578205704689,-0.060818787664175034,0.02683722972869873,0.002884735818952322,0.571241557598114,-0.18796633183956146,-0.0862019807100296,0.09680922329425812]","[-0.7752693891525269,0.042601607739925385,-0.16821569204330444,1.2577654123306274,-0.02646315097808838,-0.10193867981433868,-0.6212030649185181,-0.24514271318912506,0.41897234320640564,0.42713111639022827,-0.6005518436431885,-0.09695389866828918,-0.05817718058824539,-0.18115845322608948,0.04791035130620003,-0.31796905398368835,0.15772050619125366,0.11150224506855011,-0.860278844833374,0.054856590926647186,0.06427712738513947,0.6793609261512756,-0.5481575727462769,-0.14122417569160461,-0.036398254334926605,-0.511440634727478,-0.11129936575889587,-0.6779258251190186,0.3173808455467224]",0.011421718634665012,0.015837298706173897,0.01191976759582758,0.03546830639243126,0.0954672172665596,4.77336086332798,0,0,0,0.4992619752883911,0.49907368421554565,0.998313844203949,0.9906891584396362,0.9489913582801819,0.967729389667511,-0.13069863617420197,-0.0,-0.0,0.0,0.0,0.0,0.0
4,0.08,4,"[-0.36664921045303345,-0.014893376268446445,0.002496881876140833,0.7265467047691345,-0.3592563569545746,-0.002483789576217532,-0.32282015681266785,0.01312834769487381,0.0012447077315300703,0.7249950170516968,-0.3728126883506775,0.0025651161558926105,0.018523607403039932,-0.0004179946263320744,0.047612130641937256,0.18504416942596436,0.19537363946437836,0.0031624503899365664,0.6210033893585205,0.0012784585123881698,-0.0003137399908155203,0.0010161728132516146,0.16829612851142883,-0.19207186996936798,-0.0025754799135029316,0.6179337501525879,0.0004132254689466208,0.00016937787586357445,-0.0018115700222551823]","[-0.3897385001182556,0.006369072012603283,-0.034404609352350235,0.7328335642814636,-0.3683330714702606,-0.0025201456155627966,-0.3569294512271881,0.017752112820744514,-0.012585951946675777,0.678606390953064,-0.3540588319301605,0.00029199576238170266,0.0009675250039435923,0.020442141219973564,-0.01264276634901762,0.23974832892417908,0.18499603867530823,-0.001236003590747714,0.6140563488006592,0.005986030213534832,0.0008169368375092745,0.009387895464897156,0.17771512269973755,-0.19365768134593964,-0.0007911743014119565,0.7045044302940369,-0.011490138247609138,-0.009930787608027458,0.007599122356623411]","[-0.6425350904464722,-0.03941231593489647,-0.018011627718806267,2.130812406539917,-0.4386439919471741,0.15850421786308289,-0.280916690826416,0.10378819704055786,0.09188178181648254,1.5881121158599854,-0.8780278563499451,-0.025697361677885056,0.2492056041955948,0.06404463201761246,1.0339654684066772,-0.22351965308189392,-0.33382365107536316,0.0004435365553945303,0.7240891456604004,0.0350470207631588,0.05999623239040375,0.026339197531342506,-0.5285534858703613,0.34061262011528015,0.006551278289407492,0.6874710321426392,-0.006300782784819603,0.08239485323429108,-0.041470639407634735]","[-1.5421688556671143,0.026861554011702538,-0.6715009808540344,1.4990181922912598,-0.5441992878913879,-0.07004843652248383,-1.1346120834350586,0.2585507929325104,-0.11297669261693954,0.6585170030593872,-0.33595195412635803,-0.0032279572915285826,0.005397355649620295,0.19562241435050964,-0.1267172396183014,0.605497419834137,-0.1320468932390213,0.04999545216560364,-0.787138044834137,0.0035582114942371845,0.009141828864812851,0.1559564471244812,-0.1501370072364807,0.010486602783203125,0.005422297865152359,0.27148303389549255,-0.21348419785499573,-0.2006746232509613,0.12080998718738556]","[-0.8154122829437256,0.03720661252737045,-0.1866721510887146,1.4920254945755005,-0.012028485536575317,-0.09338986128568649,-0.6351345777511597,-0.2657647728919983,0.45644548535346985,0.46087586879730225,-0.8550180792808533,-0.1471649557352066,-0.06313220411539078,-0.24010804295539856,0.01580503210425377,-0.32627731561660767,0.1388315111398697,0.11477546393871307,-0.9000749588012695,0.02957778424024582,0.11514981091022491,0.8915060758590698,-0.5539976358413696,-0.11501190066337585,-0.03358551114797592,-0.504984438419342,-0.12529665231704712,-0.7893940210342407,0.47783350944519043]",0.014865552075207233,0.02121974527835846,0.015466065146028996,0.03734928369522095,0.0963103324174881,4.815516620874405,0,0,0,0.4987126588821411,0.49832141399383545,0.9971016049385071,0.9897350072860718,0.9816707372665405,0.9607235193252563,-0.11074855178594589,-0.0,-0.0,0.0,0.0,0.0,0.0
5,0.1,5,"[-0.3751950263977051,-0.01521238498389721,0.002462169621139765,0.767320454120636,-0.36975812911987305,0.0013513099402189255,-0.32579097151756287,0.014899441041052341,0.0031726290471851826,0.7556621432304382,-0.39103588461875916,0.0023460935335606337,0.022295981645584106,0.0006349252071231604,0.06699765473604202,0.1829335242509842,0.18765510618686676,0.002170073101297021,0.6352357268333435,0.0020584799349308014,0.001097105210646987,0.0015244904207065701,0.16047151386737823,-0.18384185433387756,-0.0016700192354619503,0.6316079497337341,0.00021534875850193202,0.002008061856031418,-0.0026201975997537374]","[-0.42018094658851624,0.006358207203447819,-0.0502777025103569,0.7651232481002808,-0.3796982765197754,-0.003976004663854837,-0.37913647294044495,0.02370695397257805,-0.014913101680576801,0.6938366293907166,-0.36107468605041504,0.00013945276441518217,0.0008942316053435206,0.024419419467449188,-0.013192050158977509,0.24994276463985443,0.18262551724910736,-0.0008728076354600489,0.5986714959144592,0.006004238501191139,0.001304523553699255,0.0140435341745615,0.1747560203075409,-0.19337594509124756,-0.0007309985812753439,0.7086221575737,-0.015381067991256714,-0.01628095656633377,0.01036688219755888]","[-0.2851836383342743,-0.012395880185067654,0.004914519377052784,1.7565176486968994,-0.5613498687744141,0.16468261182308197,-0.03173723816871643,0.07779025286436081,0.0985235944390297,1.2788653373718262,-0.9033359885215759,-0.020952994003891945,0.12876001000404358,0.02050633169710636,0.7550060749053955,0.057629868388175964,-0.40471553802490234,-0.09513538330793381,0.6138607859611511,0.04121606796979904,0.061463065445423126,0.020207157358527184,-0.18601715564727783,0.45661890506744385,0.0864325538277626,0.5938142538070679,-0.01291683316230774,0.08474688977003098,-0.03548886999487877]","[-1.458796739578247,-0.0029209181666374207,-0.8027244210243225,1.6076838970184326,-0.5957841873168945,-0.07077472656965256,-1.0823675394058228,0.3066171407699585,-0.11505383998155594,0.8051450252532959,-0.35369086265563965,-0.00567366648465395,-0.009400255978107452,0.1889358013868332,0.022424736991524696,0.45212090015411377,-0.11062570661306381,0.011412613093852997,-0.7177610993385315,-0.0003044736513402313,0.0337226465344429,0.2350357472896576,-0.15383748710155487,0.01786663942039013,0.0032845656387507915,0.1783674955368042,-0.1798035204410553,-0.32679712772369385,0.1442101150751114]","[-0.8012551665306091,0.009566225111484528,-0.18825024366378784,1.5941799879074097,-0.0783720463514328,-0.08233421295881271,-0.6164748072624207,-0.2755950093269348,0.4555148482322693,0.414932519197464,-1.0941270589828491,-0.18716947734355927,-0.0811731144785881,-0.2634347975254059,-0.04664790257811546,-0.31933003664016724,0.12733569741249084,0.10046768188476562,-0.9290803670883179,0.035897158086299896,0.12146855890750885,1.0772483348846436,-0.5394918322563171,-0.06840986013412476,-0.048142917454242706,-0.499947726726532,-0.1274241954088211,-0.9385557770729065,0.6227499842643738]",0.015686770901083946,0.020693399012088776,0.016520578414201736,0.03901336342096329,0.09690188616514206,4.845094308257103,0,0,0,0.49855396151542664,0.49844449758529663,0.9965805411338806,0.9882180094718933,0.9836110472679138,0.9615395069122314,-0.08185327798128128,-0.0,-0.0,0.0,0.0,0.0,0.0
6,0.12,6,"[-0.3780565559864044,-0.015389211475849152,0.0026934626512229443,0.7968074083328247,-0.38171035051345825,0.004103514365851879,-0.3240896463394165,0.016239957883954048,0.00518565159291029,0.7761496305465698,-0.40894612669944763,0.001726996386423707,0.02367400750517845,0.0004022586508654058,0.07781237363815308,0.1873493641614914,0.17918501794338226,-0.0006429647910408676,0.6455578207969666,0.002927101217210293,0.0021447825711220503,0.0018244590610265732,0.16085544228553772,-0.17380711436271667,0.0008818221394903958,0.6416863203048706,-0.00010344782640459016,0.003559253178536892,-0.00323112471960485]","[-0.44533708691596985,0.006615839432924986,-0.0678839161992073,0.794213593006134,-0.3945305645465851,-0.0051120067946612835,-0.39838048815727234,0.030816586688160896,-0.018178969621658325,0.7097564339637756,-0.3685619533061981,-9.828549809753895e-05,0.000515907711815089,0.029225826263427734,-0.012227945029735565,0.2573350667953491,0.18019860982894897,-0.001744082779623568,0.5859259366989136,0.006267750635743141,0.0021070996299386024,0.01995190978050232,0.17345920205116272,-0.19283366203308105,-0.0007976439082995057,0.7106004953384399,-0.018422063440084457,-0.024019569158554077,0.013490517623722553]","[-0.070885568857193,-0.014167744666337967,0.007221137639135122,1.1233150959014893,-0.6052233576774597,0.036670949310064316,0.14738142490386963,0.06718912720680237,0.11329097300767899,0.6982013583183289,-0.8463718295097351,-0.08943703770637512,0.029021408408880234,-0.044804636389017105,0.2964537739753723,0.359247624874115,-0.4175577461719513,-0.167063906788826,0.3947630524635315,0.04631709307432175,0.029677921906113625,0.014737374149262905,0.2034895122051239,0.5139377117156982,0.15487457811832428,0.3857940435409546,-0.015722498297691345,0.053985126316547394,-0.025467999279499054]","[-1.120609164237976,0.02875780314207077,-0.8804681897163391,1.3258821964263916,-0.8352857828140259,-0.05113820359110832,-0.8940674662590027,0.36537599563598633,-0.18416742980480194,0.7878500819206238,-0.3832271099090576,-0.010828928090631962,-0.02343105524778366,0.24792984127998352,0.062322042882442474,0.31998711824417114,-0.12394262850284576,-0.05676564201712608,-0.578730583190918,0.017896290868520737,0.04305744916200638,0.28818434476852417,-0.027182625606656075,0.040660541504621506,-0.005296868272125721,0.0682826116681099,-0.13846516609191895,-0.3786088228225708,0.15898878872394562]","[-0.753251314163208,-0.0023875609040260315,-0.2071499228477478,1.609681248664856,-0.18864786624908447,-0.07340892404317856,-0.6312543749809265,-0.2603735327720642,0.42911624908447266,0.3628702461719513,-1.2765058279037476,-0.21320118010044098,-0.09492302685976028,-0.22524571418762207,-0.09963372349739075,-0.32243794202804565,0.11486652493476868,0.08344006538391113,-0.9576165676116943,0.05538853257894516,0.09953589737415314,1.2051279544830322,-0.5156874060630798,-0.032989487051963806,-0.07862574607133865,-0.5131309032440186,-0.1265609711408615,-1.070907473564148,0.7262771129608154]",0.01500175055116415,0.017608921974897385,0.015699096024036407,0.04184245318174362,0.09738488495349884,4.869244247674942,0,0,0,0.49868500232696533,0.4989689588546753,0.9967653155326843,0.9857520461082458,0.9768499732017517,0.9658131003379822,-0.05359033867716789,-0.0,-0.0,0.0,0.0,0.0,0.0
7,0.14,7,"[-0.3780304491519928,-0.015779094770550728,0.0027510151267051697,0.8122530579566956,-0.39396706223487854,0.002818147884681821,-0.3198957145214081,0.017587006092071533,0.007704267743974924,0.7835901975631714,-0.42489075660705566,-0.001231387839652598,0.023456837981939316,-0.0011572602670639753,0.07885580509901047,0.1973034292459488,0.17095279693603516,-0.004512482788413763,0.6510262489318848,0.003911163657903671,0.002284222049638629,0.002113985363394022,0.1686110943555832,-0.16328434646129608,0.004524963907897472,0.6470397114753723,-0.0004135511117056012,0.004167466890066862,-0.0036389175802469254]","[-0.4633961319923401,0.00837729126214981,-0.08556855469942093,0.816131591796875,-0.4173080325126648,-0.005787058267742395,-0.41390639543533325,0.03940708562731743,-0.023016171529889107,0.7238732576370239,-0.37637120485305786,-0.00039218118763528764,-0.00020639340800698847,0.03589199483394623,-0.011576219461858273,0.2622869610786438,0.17724676430225372,-0.003703250316902995,0.5763460397720337,0.0068682460114359856,0.0029991576448082924,0.025809863582253456,0.1734793335199356,-0.19184954464435577,-0.0011015547206625342,0.7114936113357544,-0.02093394845724106,-0.030938809737563133,0.01693318784236908]","[0.007700920104980469,-0.04175543040037155,-0.03834997117519379,0.495930016040802,-0.5857788324356079,-0.15004022419452667,0.19102692604064941,0.0781964510679245,0.14544138312339783,0.1350104808807373,-0.6635949015617371,-0.216353178024292,-0.031584084033966064,-0.08899276703596115,-0.1218525692820549,0.5661923289299011,-0.39608702063560486,-0.20007702708244324,0.17652660608291626,0.0519123412668705,-0.016830623149871826,0.016145583242177963,0.4912588894367218,0.5026113390922546,0.1883085072040558,0.16774684190750122,-0.014750429429113865,0.006383121944963932,-0.017829502001404762]","[-0.8479640483856201,0.08750639110803604,-0.8215529918670654,1.0608190298080444,-1.2986977100372314,-0.03192523494362831,-0.7200375199317932,0.4141087234020233,-0.25729650259017944,0.6687498092651367,-0.3908063769340515,-0.012054571881890297,-0.0521690659224987,0.31726640462875366,0.023212138563394547,0.1883346140384674,-0.14197710156440735,-0.10839306563138962,-0.4118163585662842,0.03428659960627556,0.045608606189489365,0.2729213833808899,0.0060873813927173615,0.08011218905448914,-0.0181206576526165,0.048564501106739044,-0.11967341601848602,-0.3129918575286865,0.16892461478710175]","[-0.6911453008651733,0.026514314115047455,-0.2452181875705719,1.5691730976104736,-0.2883557379245758,-0.07330518960952759,-0.6947259306907654,-0.2164505571126938,0.3869834840297699,0.3350919485092163,-1.3716439008712769,-0.22197677195072174,-0.09173185378313065,-0.13174128532409668,-0.12214899063110352,-0.34279799461364746,0.1050325483083725,0.06967271864414215,-0.9760158061981201,0.068239726126194,0.07285697758197784,1.2672303915023804,-0.49784862995147705,-0.02735045552253723,-0.1155659481883049,-0.5439063906669617,-0.1271619200706482,-1.13768470287323,0.7891638875007629]",0.013902658596634865,0.018900712952017784,0.014244064688682556,0.04674450308084488,0.09781406819820404,4.890703409910202,0,0,0,0.4988918602466583,0.4989764094352722,0.9972020983695984,0.9826635718345642,0.9730214476585388,0.9706814885139465,-0.030733179301023483,-0.0,-0.0,0.0,0.0,0.0,0.0
