step,sim_time_s,motion_frame,reference_joint_pos,actual_joint_pos,reference_joint_vel,actual_joint_vel,policy_action,anchor_position_error,anchor_rotation_error,body_position_error,body_rotation_error,total_reward,total_reward_rate,terminated,truncated,done,reward/motion_global_root_pos,reward/motion_global_root_ori,reward/motion_body_pos,reward/motion_body_ori,reward/motion_body_lin_vel,reward/motion_body_ang_vel,reward/action_rate_l2,reward/joint_limit,reward/self_collisions,termination/time_out,termination/anchor_pos,termination/anchor_ori,termination/ee_body_pos
0,0.0,0,"[-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,-0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0]","[-0.29557377099990845,0.010869169607758522,0.005816877819597721,0.6295114755630493,-0.3295523524284363,0.0014201437588781118,-0.3021620213985443,0.009131882339715958,0.005633806809782982,0.644378125667572,-0.33604586124420166,0.030645713210105896,0.012990199960768223,0.004207768943160772,-0.0027897446416318417,0.19755446910858154,0.19801422953605652,5.511629569809884e-05,0.6127585172653198,-0.0006042058812454343,0.001349030528217554,-0.003655950305983424,0.2061988264322281,-0.20123390853405,0.0009418186964467168,0.6120565533638,0.0011136700632050633,-0.005483494605869055,3.123651913483627e-05]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.7437366843223572,0.3282391428947449,0.5380612015724182,-1.2619514465332031,1.2172092199325562,0.010159042663872242,0.6405907869338989,0.2877519130706787,0.5073704123497009,-1.2402900457382202,0.9628052711486816,1.3565129041671753,0.8856198191642761,-0.09542190283536911,-0.09543182700872421,-0.20448383688926697,-0.058783624321222305,0.025761257857084274,0.9976760149002075,-0.04114376753568649,0.08632830530405045,-0.19482937455177307,0.32348883152008057,0.08478112518787384,0.06194785609841347,1.0680527687072754,0.07559964060783386,-0.2696748971939087,-0.001195706077851355]","[-0.17379453778266907,0.48999419808387756,-0.2533600926399231,0.1373077929019928,0.010530222207307816,0.03032706305384636,-0.32454121112823486,0.15605086088180542,-0.025226816534996033,0.5291218161582947,0.014524419791996479,0.2736153304576874,0.14157259464263916,0.2952369451522827,-0.15617735683918,-0.26736801862716675,0.08293400704860687,0.06459429860115051,-0.38980141282081604,-0.02908063679933548,-0.037681467831134796,-0.048168912529945374,-0.07293413579463959,-0.2012687474489212,0.03189137578010559,-0.4081946611404419,0.06777439266443253,-0.19145730137825012,-0.021789759397506714]",0.0011321428464725614,0.006670602131634951,0.004651328548789024,0.03394663333892822,0.08329466730356216,4.164733365178108,0,0,0,0.49999529123306274,0.49993181228637695,0.9997319579124451,0.9932944774627686,0.9791873693466187,0.9253895878791809,-0.7327971458435059,-0.0,-0.0,0.0,0.0,0.0,0.0
1,0.02,1,"[-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,-0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0]","[-0.29663315415382385,0.02248031459748745,0.021973855793476105,0.6234090924263,-0.3224126398563385,-0.0009377207024954259,-0.3083817958831787,0.019802799448370934,0.021115358918905258,0.634254515171051,-0.3263401389122009,0.04770968109369278,0.04042508080601692,0.004754972644150257,-0.01790224201977253,0.19821056723594666,0.19477424025535583,0.0005748005351051688,0.631399393081665,-0.0015968598891049623,0.005795315373688936,-0.006590080447494984,0.21883772313594818,-0.19875848293304443,0.0027342841494828463,0.6303848624229431,0.003281607758253813,-0.009553742595016956,-0.00017311476403847337]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-0.21237777173519135,0.7004724144935608,0.9137405753135681,-0.06512810289859772,-0.004173381719738245,-0.18181383609771729,-0.5644841194152832,0.6131934523582458,0.8278356194496155,-0.27975744009017944,0.3027734160423279,0.7898187637329102,1.484480381011963,0.07598397880792618,-0.9155791401863098,0.17307280004024506,-0.18873180449008942,0.012954525649547577,0.8587325811386108,-0.05233405530452728,0.2451755404472351,-0.11766614764928818,0.7166829109191895,0.15950706601142883,0.11538319289684296,0.8515903949737549,0.12011995911598206,-0.16430434584617615,-0.013264295645058155]","[-0.4580153226852417,0.9035886526107788,-0.32641127705574036,0.1396922469139099,-0.1313815414905548,0.13821974396705627,-0.4996509253978729,0.2239009439945221,-0.0539499968290329,0.8803168535232544,-0.11883631348609924,0.3147958815097809,0.1786840260028839,0.43676790595054626,-0.16056153178215027,-0.33104050159454346,0.07216565310955048,-0.01948300004005432,-0.5599788427352905,-0.029745325446128845,-0.04140458256006241,-0.02594044804573059,-0.16147799789905548,-0.2627342939376831,0.0590888187289238,-0.6399774551391602,0.10041634738445282,-0.4714553952217102,-0.10356190800666809]",0.0028731361962854862,0.01661517657339573,0.0036312874872237444,0.026639532297849655,0.09154541790485382,4.577270895242691,0,0,0,0.49997004866600037,0.49936947226524353,0.9998360872268677,0.9960058927536011,0.9887768030166626,0.9344341158866882,-0.34112104773521423,-0.0,-0.0,0.0,0.0,0.0,0.0
2,0.04,2,"[-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,-0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0]","[-0.3119599521160126,0.042696405202150345,0.04102316126227379,0.6271796226501465,-0.32954660058021545,-0.006282211747020483,-0.3329300284385681,0.03569011017680168,0.02984764613211155,0.6375195980072021,-0.32356762886047363,0.07156357914209366,0.06971550732851028,0.009965656325221062,-0.04613097012042999,0.2099316418170929,0.19086527824401855,0.00039757569902576506,0.6386199593544006,-0.0024767364375293255,0.011057193391025066,-0.008187594823539257,0.23553210496902466,-0.19673122465610504,0.00869248528033495,0.6408659815788269,0.006311375647783279,-0.01485700998455286,-0.0014626181218773127]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-0.8633711338043213,1.121272087097168,0.9538590312004089,0.23283681273460388,-0.47991812229156494,-0.31068965792655945,-1.3489229679107666,0.8351142406463623,0.20071545243263245,0.284324586391449,0.09303756058216095,1.2497440576553345,1.3785436153411865,0.3130612075328827,-1.4710100889205933,0.7378858327865601,-0.1735813468694687,-0.021230796352028847,0.182439923286438,-0.04012949392199516,0.2097550332546234,-0.06448019295930862,0.8180093169212341,0.10704153031110764,0.3414146900177002,0.3807172477245331,0.16323083639144897,-0.28528523445129395,-0.06214887648820877]","[-0.6762717366218567,1.1368629932403564,-0.40487852692604065,0.19561061263084412,-0.21198058128356934,0.19391900300979614,-0.5644705295562744,0.22820425033569336,-0.007910415530204773,1.149431586265564,-0.23872609436511993,0.3089929521083832,0.1889711320400238,0.44777438044548035,-0.1784154772758484,-0.3605451285839081,0.06779137253761292,-0.058219313621520996,-0.6761574745178223,-0.01619255542755127,-0.05123492330312729,-0.01045459508895874,-0.23223581910133362,-0.32421645522117615,0.07145044207572937,-0.7436153888702393,0.14283931255340576,-0.7206457853317261,-0.2440415918827057]",0.005965040065348148,0.024714086204767227,0.005799485370516777,0.04160147160291672,0.09429554641246796,4.714777320623398,0,0,0,0.4998531639575958,0.4983346462249756,0.9995738863945007,0.9887529611587524,0.9799472093582153,0.9154995679855347,-0.1671845018863678,-0.0,-0.0,0.0,0.0,0.0,0.0
3,0.06,3,"[-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,-0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0]","[-0.33564624190330505,0.06843232363462448,0.057263147085905075,0.6354373097419739,-0.3410227596759796,-0.013542400673031807,-0.3657776117324829,0.05514992028474808,0.03126734495162964,0.6543830633163452,-0.32276850938796997,0.0856885090470314,0.09288236498832703,0.019063744693994522,-0.07745606452226639,0.226129949092865,0.1877249926328659,-0.00021854722581338137,0.6400469541549683,-0.0030031667556613684,0.013305356726050377,-0.009018165059387684,0.2513292729854584,-0.1956738829612732,0.016517942771315575,0.6429383158683777,0.010142458602786064,-0.023080267012119293,-0.004729525651782751]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-1.2202614545822144,1.3218059539794922,0.717989444732666,0.46397075057029724,-0.586991012096405,-0.38856253027915955,-1.6162288188934326,0.9885181784629822,0.02372511848807335,0.9829525351524353,0.01138016115874052,0.5109278559684753,0.9928895235061646,0.4922563135623932,-1.4698396921157837,0.8034470677375793,-0.1339421421289444,-0.03797405958175659,0.033055588603019714,-0.020566532388329506,0.0740598514676094,-0.03206991031765938,0.7115405797958374,0.048046987503767014,0.37792137265205383,0.0017770047998055816,0.20142008364200592,-0.4305540919303894,-0.1668158769607544]","[-0.7885432243347168,1.2549210786819458,-0.4894162714481354,0.3062787353992462,-0.2348751425743103,0.2236548811197281,-0.6095943450927734,0.1948089301586151,0.09772394597530365,1.3625303506851196,-0.3212043344974518,0.25701087713241577,0.21031174063682556,0.42931926250457764,-0.20349866151809692,-0.3887690007686615,0.06106000021100044,-0.06964503228664398,-0.768033504486084,-0.0027216370217502117,-0.0646587535738945,0.012671142816543579,-0.2680855393409729,-0.36306044459342957,0.07697072625160217,-0.7972190380096436,0.17900125682353973,-0.9155269265174866,-0.3771958649158478]",0.009301109239459038,0.02909882552921772,0.008787139318883419,0.05351785942912102,0.09557998925447464,4.778999462723732,0,0,0,0.49959924817085266,0.49748095870018005,0.9989871382713318,0.9788727164268494,0.971123456954956,0.9284456968307495,-0.09551027417182922,-0.0,-0.0,0.0,0.0,0.0,0.0
4,0.08,4,"[-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,-0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0]","[-0.3628576397895813,0.09375347197055817,0.06797584891319275,0.6471726298332214,-0.3522115647792816,-0.021667812019586563,-0.39804807305336,0.07240558415651321,0.03196306899189949,0.6785027980804443,-0.3274160921573639,0.09108105301856995,0.10777434706687927,0.028485899791121483,-0.10426322370767593,0.24013522267341614,0.1857965886592865,-0.0010288154007866979,0.6399247050285339,-0.0032482550013810396,0.014217187650501728,-0.009387923404574394,0.26415544748306274,-0.19508765637874603,0.022992584854364395,0.6387693881988525,0.014521378092467785,-0.03315878286957741,-0.009345476515591145]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-1.3570592403411865,1.203357458114624,0.42821624875068665,0.6316244006156921,-0.5273396372795105,-0.4124963879585266,-1.5023949146270752,0.7561658620834351,0.046512141823768616,1.2206512689590454,-0.26165300607681274,0.17549411952495575,0.5920156836509705,0.43894776701927185,-1.1797839403152466,0.6156063079833984,-0.06997768580913544,-0.04365158453583717,-0.021350033581256866,-0.00887116976082325,0.03722585737705231,-0.013435239903628826,0.5594180226325989,0.02900862693786621,0.27834653854370117,-0.2802168130874634,0.2239852100610733,-0.5007646679878235,-0.2250431478023529]","[-0.7895907759666443,1.2497045993804932,-0.5116264820098877,0.45147913694381714,-0.21206572651863098,0.22694829106330872,-0.672616720199585,0.13131454586982727,0.1825411468744278,1.444267988204956,-0.3956051766872406,0.20614665746688843,0.22955670952796936,0.3658483326435089,-0.2552463412284851,-0.39948663115501404,0.058975700289011,-0.07553635537624359,-0.846859335899353,0.0019930009730160236,-0.09592699259519577,0.049871981143951416,-0.27940258383750916,-0.372257262468338,0.07657304406166077,-0.838701069355011,0.20111717283725739,-1.0713118314743042,-0.4806627929210663]",0.012339428998529911,0.02983749657869339,0.011771979741752148,0.06138274446129799,0.09643174707889557,4.821587353944778,0,0,0,0.49925097823143005,0.4971923232078552,0.9981077909469604,0.9706050157546997,0.9639034867286682,0.9452086091041565,-0.05268096551299095,-0.0,-0.0,0.0,0.0,0.0,0.0
5,0.1,5,"[-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,-0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0]","[-0.39071783423423767,0.11376860737800598,0.07411570101976395,0.6614606976509094,-0.36159443855285645,-0.029715029522776604,-0.4253900647163391,0.08094558864831924,0.03353289142251015,0.7020887732505798,-0.3385874032974243,0.0923008844256401,0.11588010936975479,0.03388526663184166,-0.12385810911655426,0.24995264410972595,0.1853947788476944,-0.001860294141806662,0.6368271708488464,-0.003472283948212862,0.01461001019924879,-0.009223507717251778,0.2740921080112457,-0.19439585506916046,0.027148127555847168,0.6299872994422913,0.019149204716086388,-0.0436176098883152,-0.014627552591264248]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-1.3685945272445679,0.8854455351829529,0.23742622137069702,0.7574703693389893,-0.43614208698272705,-0.39385563135147095,-1.2331175804138184,0.2432890087366104,0.09541354328393936,1.1049842834472656,-0.5821939706802368,0.016707459464669228,0.30549800395965576,0.18062639236450195,-0.8183101415634155,0.39135274291038513,-0.0013298055855557323,-0.04134497791528702,-0.19250544905662537,-0.012054596096277237,0.01745392009615898,0.016729280352592468,0.4312033951282501,0.035813961178064346,0.16440892219543457,-0.48499923944473267,0.23222969472408295,-0.5043386220932007,-0.25204068422317505]","[-0.7317610383033752,1.1606241464614868,-0.4782991111278534,0.6001102328300476,-0.19398924708366394,0.20476268231868744,-0.7373471260070801,0.0711095780134201,0.2194242924451828,1.4458853006362915,-0.4692947268486023,0.15585951507091522,0.2407904863357544,0.2893744111061096,-0.3270237147808075,-0.3912945091724396,0.06466458737850189,-0.07942299544811249,-0.9001661539077759,-0.005108296405524015,-0.14220839738845825,0.11100916564464569,-0.2702154815196991,-0.3615413010120392,0.0774291455745697,-0.8768465518951416,0.21394556760787964,-1.190049648284912,-0.5649032592773438]",0.015221246518194675,0.027465883642435074,0.014311929233372211,0.06653884053230286,0.09647820889949799,4.823910444974899,0,0,0,0.4988333284854889,0.4974976181983948,0.9971259236335754,0.964764416217804,0.9547101259231567,0.9587107300758362,-0.04773230850696564,-0.0,-0.0,0.0,0.0,0.0,0.0
6,0.12,6,"[-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,-0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0]","[-0.41781601309776306,0.12703289091587067,0.07744339853525162,0.6787286400794983,-0.3699241876602173,-0.03719595819711685,-0.44563260674476624,0.07939179986715317,0.03672359511256218,0.7189797759056091,-0.3546196520328522,0.08946757018566132,0.11954913288354874,0.03342587500810623,-0.13639895617961884,0.255385160446167,0.18616224825382233,-0.0025876460131257772,0.6304221153259277,-0.0039198193699121475,0.014719787053763866,-0.007871457375586033,0.2817998230457306,-0.1935569941997528,0.02963593229651451,0.6181619167327881,0.023756016045808792,-0.05334043502807617,-0.02035261131823063]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-1.3157827854156494,0.5461176633834839,0.1428634375333786,0.920289158821106,-0.41314294934272766,-0.3643305003643036,-0.8742141723632812,-0.2321084886789322,0.23381178081035614,0.7155629992485046,-0.7977921962738037,-0.16617248952388763,0.1331377923488617,-0.13986341655254364,-0.4942343235015869,0.18500377237796783,0.06422729045152664,-0.03655196353793144,-0.3563159108161926,-0.026286346837878227,0.00445052282884717,0.07628363370895386,0.3319878578186035,0.04797430336475372,0.0999312475323677,-0.6071047782897949,0.22766341269016266,-0.45730480551719666,-0.27056145668029785]","[-0.6609538793563843,1.0290387868881226,-0.4159441888332367,0.7437188625335693,-0.21102505922317505,0.16220521926879883,-0.7789367437362671,0.02679010108113289,0.21954289078712463,1.378293514251709,-0.5374395251274109,0.10324620455503464,0.2415553331375122,0.21117442846298218,-0.409690797328949,-0.37534859776496887,0.08159027993679047,-0.08012335002422333,-0.9299249649047852,-0.018966369330883026,-0.19505807757377625,0.18735583126544952,-0.2503458261489868,-0.3397654592990875,0.0835019201040268,-0.9106225967407227,0.21765649318695068,-1.270660638809204,-0.6481233835220337]",0.018447423353791237,0.023124706000089645,0.016325591132044792,0.0702233836054802,0.09615691006183624,4.807845503091812,0,0,0,0.49828630685806274,0.49815279245376587,0.996203601360321,0.9609138369560242,0.9391677379608154,0.9667661190032959,-0.0516451820731163,-0.0,-0.0,0.0,0.0,0.0,0.0
7,0.14,7,"[-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,-0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0]","[-0.4428035020828247,0.13353945314884186,0.08024800568819046,0.6993828415870667,-0.3788420259952545,-0.04423191398382187,-0.4575059115886688,0.06886506825685501,0.043068502098321915,0.7248547077178955,-0.37300077080726624,0.07997829467058182,0.12088528275489807,0.025839190930128098,-0.14315271377563477,0.2569732964038849,0.18866297602653503,-0.0032353056594729424,0.6218227744102478,-0.004655166994780302,0.014661568216979504,-0.005455115810036659,0.28787100315093994,-0.19218984246253967,0.0313037671148777,0.6050365567207336,0.028106369078159332,-0.061603087931871414,-0.026449749246239662]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-1.198703408241272,0.21322551369667053,0.1616211235523224,1.0940275192260742,-0.4734063148498535,-0.3478580713272095,-0.46447399258613586,-0.6473930478096008,0.4317917823791504,0.1444476693868637,-0.892204999923706,-0.49766436219215393,0.0388747937977314,-0.5210630893707275,-0.24725309014320374,0.031662944704294205,0.16757112741470337,-0.033130694180727005,-0.462846964597702,-0.040589697659015656,-0.0060575236566364765,0.12671762704849243,0.25655457377433777,0.08401264995336533,0.07874785363674164,-0.6426039934158325,0.21167677640914917,-0.37821164727211,-0.2857527434825897]","[-0.6023836731910706,0.8871635794639587,-0.3466925621032715,0.8758808970451355,-0.2669679820537567,0.11125510185956955,-0.7878373861312866,-0.0041540563106536865,0.2024436891078949,1.2450480461120605,-0.5923129916191101,0.05432049185037613,0.23284059762954712,0.1384786069393158,-0.4852365553379059,-0.3625621497631073,0.10883836448192596,-0.07590535283088684,-0.9428815841674805,-0.030160091817378998,-0.23842930793762207,0.2684035897254944,-0.22957783937454224,-0.313029944896698,0.09093201160430908,-0.9364829063415527,0.21185576915740967,-1.3162310123443604,-0.736457347869873]",0.02267555333673954,0.01844545640051365,0.01822604052722454,0.07238967716693878,0.09551892429590225,4.775946214795113,0,0,0,0.49744051694869995,0.4988110661506653,0.9953387975692749,0.9585994482040405,0.9151977300643921,0.9648352861404419,-0.05427662283182144,-0.0,-0.0,0.0,0.0,0.0,0.0
8,0.16,8,"[-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,-0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0]","[-0.465434730052948,0.13468220829963684,0.08417367935180664,0.7244982123374939,-0.39020439982414246,-0.051225658506155014,-0.46119505167007446,0.05211621895432472,0.05393513664603233,0.7184768915176392,-0.39146557450294495,0.06673013418912888,0.1209857165813446,0.011251028627157211,-0.1460479199886322,0.2570311725139618,0.19338643550872803,-0.003822036786004901,0.6113637089729309,-0.005551191978156567,0.014403479173779488,-0.0021972646936774254,0.2924319803714752,-0.19003808498382568,0.03288094699382782,0.5919383764266968,0.031979795545339584,-0.06803286075592041,-0.03285735100507736]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-1.0922483205795288,-0.013119464740157127,0.24789725244045258,1.3432990312576294,-0.6309701800346375,-0.355105996131897,-0.08609024435281754,-0.9045056104660034,0.65827476978302,-0.4610118567943573,-0.876279890537262,-0.6335265040397644,0.004658524878323078,-0.8593560457229614,-0.10342355072498322,-0.007283907849341631,0.2849717438220978,-0.028851784765720367,-0.532023549079895,-0.04601901397109032,-0.014080578461289406,0.16440212726593018,0.1863204687833786,0.12830889225006104,0.08175579458475113,-0.6240708231925964,0.185044065117836,-0.2876880168914795,-0.2994474172592163]","[-0.5676314234733582,0.7547696828842163,-0.2806013226509094,1.0118200778961182,-0.349608838558197,0.061028897762298584,-0.7661160230636597,-0.03440046310424805,0.19301386177539825,1.0490576028823853,-0.631908118724823,0.0159749798476696,0.21358737349510193,0.07428286224603653,-0.535906195640564,-0.3639701306819916,0.1415761262178421,-0.06824664771556854,-0.9456579685211182,-0.032906271517276764,-0.2627256214618683,0.347494900226593,-0.2116742879152298,-0.2809060513973236,0.09940096735954285,-0.9540396332740784,0.19642667472362518,-1.333555817604065,-0.83052659034729]",0.028424153104424477,0.015994146466255188,0.020732484757900238,0.07366609573364258,0.0944531038403511,4.722655192017555,0,0,0,0.49601858854293823,0.4991796016693115,0.9943044781684875,0.9567739367485046,0.8810177445411682,0.9553780555725098,-0.060016900300979614,-0.0,-0.0,0.0,0.0,0.0,0.0
9,0.18,9,"[-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,-0.31200000643730164,0.0,0.0,0.6690000295639038,-0.3630000054836273,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,-0.20000000298023224,0.0,0.6000000238418579,0.0,0.0,0.0]","[-0.4866330623626709,0.13687413930892944,0.08610697090625763,0.7547301650047302,-0.4051915109157562,-0.05882665514945984,-0.46543195843696594,0.03910546377301216,0.059800874441862106,0.7131057977676392,-0.40954726934432983,0.048904966562986374,0.12041297554969788,-0.0021304257679730654,-0.1473693698644638,0.2552434802055359,0.19753389060497284,-0.004463459365069866,0.6041691303253174,-0.006418202072381973,0.01452354434877634,0.001880593947134912,0.29475513100624084,-0.18853311240673065,0.034159064292907715,0.5819472074508667,0.03517953306436539,-0.07248847186565399,-0.03958810120820999]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-0.9967086911201477,0.4141252636909485,-0.10789866745471954,1.5422338247299194,-0.797333300113678,-0.4084728956222534,-0.7149055004119873,-0.1281960904598236,-0.3257322609424591,0.7067385315895081,-0.9149090647697449,-1.1328290700912476,0.0025402389001101255,-0.252720445394516,-0.04317595809698105,-0.15640006959438324,0.033095140010118484,-0.043831322342157364,-0.15966199338436127,-0.04155605286359787,0.026870669797062874,0.20901936292648315,0.012797019444406033,-0.021421322599053383,0.04235045611858368,-0.2951556444168091,0.14893393218517303,-0.17823755741119385,-0.3196050524711609]","[-0.5673918128013611,0.6399852633476257,-0.23081669211387634,1.1473370790481567,-0.4341273605823517,0.016109630465507507,-0.7117817401885986,-0.07203993946313858,0.21198983490467072,0.8116607069969177,-0.6611136794090271,-0.01251976191997528,0.19259332120418549,0.02616693824529648,-0.5566054582595825,-0.3909195363521576,0.17737853527069092,-0.05827295780181885,-0.9472382068634033,-0.029449813067913055,-0.26756173372268677,0.43093711137771606,-0.19447331130504608,-0.24440614879131317,0.10872656106948853,-0.9614160656929016,0.1718357354402542,-1.327309489250183,-0.92669677734375]",0.03514384850859642,0.017872601747512817,0.02370290644466877,0.07575646787881851,0.0945025309920311,4.725126549601555,0,0,0,0.49376600980758667,0.4991007149219513,0.9928337335586548,0.954074501991272,0.8890781402587891,0.961216151714325,-0.06494275480508804,-0.0,-0.0,0.0,0.0,0.0,0.0
