step,sim_time_s,motion_frame,reference_joint_pos,actual_joint_pos,policy_action,anchor_position_error,anchor_rotation_error,body_position_error,body_rotation_error,total_reward,total_reward_rate,terminated,truncated,done,reward/motion_global_root_pos,reward/motion_global_root_ori,reward/motion_body_pos,reward/motion_body_ori,reward/motion_body_lin_vel,reward/motion_body_ang_vel,reward/action_rate_l2,reward/joint_limit,reward/self_collisions
29,0.58,29,"[-0.2403622418642044,-0.0009040947770699859,0.013349066488444805,0.5272723436355591,-0.33436253666877747,0.01431263703852892,-0.2573801875114441,-0.02415764145553112,-0.062194984406232834,0.5482469201087952,-0.3113310933113098,-0.04399200901389122,0.007766024675220251,0.027426233515143394,0.12020532786846161,0.18016496300697327,0.10633029788732529,-0.021206913515925407,0.6170239448547363,-0.005151425022631884,-0.0072923447005450726,0.0047440980561077595,0.1975075900554657,-0.16845059394836426,0.016390718519687653,0.6038453578948975,-0.008198214694857597,-0.016725262627005577,-0.005382504314184189]","[-0.3374665379524231,0.004492056556046009,-0.07881681621074677,0.48052290081977844,-0.25804880261421204,-0.023378120735287666,-0.3075178265571594,-0.024322494864463806,-0.10092300176620483,0.44860780239105225,-0.2548592686653137,-0.005709171760827303,-0.03440255671739578,0.05088357627391815,0.035144127905368805,0.23814062774181366,0.1442117840051651,-0.08960890769958496,0.5597773194313049,-0.14429177343845367,-0.12512680888175964,0.05716249346733093,0.20165623724460602,-0.22268012166023254,-0.006242792587727308,0.6092255115509033,0.04889843985438347,-0.1003953292965889,0.08519581705331802]","[0.5450595021247864,0.03511742502450943,-0.20084919035434723,-0.47503623366355896,0.968457818031311,-0.03579045459628105,-0.41554152965545654,-0.08607998490333557,-0.2552054226398468,-0.9398643374443054,-0.02708400785923004,-0.17156662046909332,-0.07622627913951874,0.40104952454566956,-0.16273300349712372,0.06878869235515594,-0.02579442597925663,-0.13982757925987244,-0.23383761942386627,-0.27806830406188965,-1.6854745149612427,0.7806087732315063,0.052432674914598465,-0.2888946235179901,-0.078177809715271,-0.1774282306432724,0.15620571374893188,-1.5929503440856934,1.1337230205535889]",0.015720540657639503,0.032519735395908356,0.016750287264585495,0.06587835401296616,0.09877873212099075,4.938936606049538,0,0,0,0.4985894560813904,0.49677497148513794,0.9965918064117432,0.9678955078125,0.9928711652755737,0.9883450269699097,-0.002131261397153139,-0.0,-0.0
30,0.6,30,"[-0.25084128975868225,-0.00012081765453331172,0.00464188028126955,0.5449509024620056,-0.33948928117752075,0.018374547362327576,-0.2564682364463806,-0.018681509420275688,-0.06484347581863403,0.545072615146637,-0.3120696246623993,-0.04696914181113243,0.006089131347835064,0.035492729395627975,0.12079709768295288,0.17294743657112122,0.10373702645301819,-0.021355899050831795,0.613650381565094,-0.005593812558799982,-0.0076639545150101185,0.004814382642507553,0.1969832330942154,-0.17408202588558197,0.014738154597580433,0.6017407774925232,-0.008186177350580692,-0.017706500366330147,-0.005513970274478197]","[-0.34424760937690735,0.004972430411726236,-0.08537811785936356,0.48782891035079956,-0.2629616856575012,-0.025546163320541382,-0.31141549348831177,-0.02358735352754593,-0.10746634751558304,0.45460957288742065,-0.2613479793071747,-0.009736686944961548,-0.03750324249267578,0.05774699151515961,0.03364258259534836,0.22999553382396698,0.1372286081314087,-0.08610717207193375,0.5634477734565735,-0.13728414475917816,-0.12164844572544098,0.0578022263944149,0.20796889066696167,-0.22944052517414093,-0.004963938146829605,0.605887234210968,0.05424199253320694,-0.10363710671663284,0.08161530643701553]","[0.5626821517944336,0.057214394211769104,-0.2484596073627472,-0.42980581521987915,1.0017839670181274,-0.023049306124448776,-0.452108770608902,-0.08709605038166046,-0.24936003983020782,-0.9121207594871521,-0.05397787690162659,-0.20161548256874084,-0.07968731224536896,0.4038856327533722,-0.16628386080265045,0.052271921187639236,-0.04822729527950287,-0.1324014812707901,-0.22031082212924957,-0.24970659613609314,-1.6350847482681274,0.7991544008255005,0.06157228723168373,-0.30587440729141235,-0.06943773478269577,-0.18343083560466766,0.171400785446167,-1.6376031637191772,1.0840799808502197]",0.016608430072665215,0.035472579300403595,0.016894832253456116,0.06401150673627853,0.09875025600194931,4.9375128000974655,0,0,0,0.4984271228313446,0.49616554379463196,0.996545672416687,0.9695278406143188,0.9916964769363403,0.9871559143066406,-0.0020060339011251926,-0.0,-0.0
31,0.62,31,"[-0.26433810591697693,0.0008942955173552036,-0.0031001914758235216,0.5670037865638733,-0.342458039522171,0.022353501990437508,-0.2556802034378052,-0.012337112799286842,-0.06696444749832153,0.543489933013916,-0.31426501274108887,-0.049556367099285126,0.004745170008391142,0.044396501034498215,0.12249605357646942,0.16470704972743988,0.1011042669415474,-0.021427538245916367,0.6106042861938477,-0.006028674077242613,-0.007789052091538906,0.004841637797653675,0.19548173248767853,-0.18018032610416412,0.012745833024382591,0.6001237630844116,-0.008042754605412483,-0.01847430132329464,-0.005661416798830032]","[-0.35119807720184326,0.0058252098970115185,-0.09209990501403809,0.4970550239086151,-0.26907533407211304,-0.027988532558083534,-0.3153475821018219,-0.022320682182908058,-0.11385390162467957,0.4621225595474243,-0.26905694603919983,-0.014234751462936401,-0.040452469140291214,0.06493909657001495,0.03282882645726204,0.2214726358652115,0.12989433109760284,-0.08240125328302383,0.5673660635948181,-0.12873947620391846,-0.11819770187139511,0.05889322608709335,0.21311743557453156,-0.23645184934139252,-0.002905720379203558,0.6031915545463562,0.05983984097838402,-0.10676535964012146,0.07811150699853897]","[0.5734265446662903,0.07915328443050385,-0.287075936794281,-0.37456145882606506,1.0423542261123657,-0.01650618389248848,-0.47409746050834656,-0.08792649209499359,-0.23408012092113495,-0.9034122228622437,-0.07619059085845947,-0.23013679683208466,-0.08036287128925323,0.39439597725868225,-0.1693105250597,0.04323163256049156,-0.06680095940828323,-0.1257598102092743,-0.2073398381471634,-0.22202299535274506,-1.585540533065796,0.8291631937026978,0.06213671341538429,-0.3203001618385315,-0.05927237868309021,-0.18746522068977356,0.18509241938591003,-1.6750823259353638,1.0424295663833618]",0.017392924055457115,0.038006607443094254,0.0169919915497303,0.06236124783754349,0.09870888292789459,4.93544414639473,0,0,0,0.4982812702655792,0.4955911636352539,0.9965007901191711,0.9708611965179443,0.9895139336585999,0.9864403605461121,-0.0017444264376536012,-0.0,-0.0
32,0.64,32,"[-0.27824869751930237,0.0015022271545603871,-0.009975166991353035,0.5912237167358398,-0.34453681111335754,0.02614475041627884,-0.2542448937892914,-0.005790327209979296,-0.06810275465250015,0.5429573655128479,-0.3175124526023865,-0.05162141099572182,0.004060589242726564,0.05311047285795212,0.12552332878112793,0.15594840049743652,0.09875456988811493,-0.021408066153526306,0.6078502535820007,-0.0064198924228549,-0.007861945778131485,0.004865865223109722,0.19302213191986084,-0.1862834095954895,0.010599502362310886,0.5992592573165894,-0.007884222082793713,-0.019020764157176018,-0.005825884640216827]","[-0.35751625895500183,0.0076278080232441425,-0.09857943654060364,0.5076248645782471,-0.2763202488422394,-0.0308246910572052,-0.3183358907699585,-0.01990930177271366,-0.11962969601154327,0.4696115553379059,-0.2770785689353943,-0.018984362483024597,-0.042807333171367645,0.07241442799568176,0.03310242295265198,0.21289074420928955,0.12244747579097748,-0.07878486067056656,0.5713083148002625,-0.11949493736028671,-0.11473798751831055,0.06040129438042641,0.21666274964809418,-0.24340257048606873,-0.0003025410696864128,0.601543664932251,0.06522801518440247,-0.10958486795425415,0.07499593496322632]","[0.5740235447883606,0.0992315337061882,-0.31247377395629883,-0.3219137489795685,1.094117522239685,-0.01540343090891838,-0.4738771319389343,-0.08796556293964386,-0.20972977578639984,-0.9085948467254639,-0.08907020092010498,-0.2551018297672272,-0.07958276569843292,0.3748137950897217,-0.16912293434143066,0.034150052815675735,-0.08009281754493713,-0.11883582174777985,-0.19633503258228302,-0.19800040125846863,-1.5349860191345215,0.8631312847137451,0.0602576918900013,-0.33426129817962646,-0.05125558376312256,-0.18884244561195374,0.19555121660232544,-1.7064062356948853,1.0161573886871338]",0.01815560646355152,0.04022316634654999,0.01705363020300865,0.06130831316113472,0.09866545349359512,4.933272674679756,0,0,0,0.49813953042030334,0.49504730105400085,0.9964396953582764,0.9716830253601074,0.987093985080719,0.9863746166229248,-0.0015054353279992938,-0.0,-0.0
33,0.66,33,"[-0.29367566108703613,0.001305975136347115,-0.016232293099164963,0.6175752282142639,-0.3448983430862427,0.029332255944609642,-0.2524997591972351,0.0009483391768299043,-0.06823020428419113,0.5434426665306091,-0.3219318389892578,-0.05308103561401367,0.003907607402652502,0.061454713344573975,0.12925724685192108,0.14700713753700256,0.09688422083854675,-0.021361766383051872,0.6051543354988098,-0.006754170171916485,-0.007812939584255219,0.004799688700586557,0.189942866563797,-0.19232532382011414,0.008298694156110287,0.5987779498100281,-0.007585116662085056,-0.019317125901579857,-0.005989767611026764]","[-0.3625778555870056,0.010783144272863865,-0.10471312701702118,0.5189078450202942,-0.2844874858856201,-0.034110043197870255,-0.31944340467453003,-0.015935128554701805,-0.12469806522130966,0.475610613822937,-0.28448712825775146,-0.02359609119594097,-0.04447399824857712,0.0802166759967804,0.03479907661676407,0.2044675201177597,0.11504332721233368,-0.07540097087621689,0.5750698447227478,-0.11029354482889175,-0.11118760704994202,0.06218792125582695,0.21849371492862701,-0.25006961822509766,0.0025032346602529287,0.6008588075637817,0.06992340087890625,-0.1120680421590805,0.07249034196138382]","[0.5592668652534485,0.10883739590644836,-0.3221392035484314,-0.2669461667537689,1.152501106262207,-0.019410502165555954,-0.4453217089176178,-0.08381456136703491,-0.18094758689403534,-0.9284060597419739,-0.08695562183856964,-0.27570590376853943,-0.07903831452131271,0.349613219499588,-0.16590510308742523,0.023382656276226044,-0.08793064951896667,-0.11050717532634735,-0.18777859210968018,-0.1783118098974228,-1.4816675186157227,0.8972172737121582,0.05890396609902382,-0.3467954397201538,-0.04516148567199707,-0.18899057805538177,0.2016158401966095,-1.7356901168823242,1.0044031143188477]",0.019018178805708885,0.04135770723223686,0.017208794131875038,0.06110188364982605,0.09860759228467941,4.930379614233971,0,0,0,0.49797505140304565,0.49474841356277466,0.9962917566299438,0.9719530940055847,0.9843564629554749,0.9866465926170349,-0.0015918738208711147,-0.0,-0.0
34,0.68,34,"[-0.30905643105506897,-0.00027020438574254513,-0.021693069487810135,0.6437327861785889,-0.3444474935531616,0.031661637127399445,-0.24978326261043549,0.007506673689931631,-0.06724231690168381,0.5441910624504089,-0.3270763158798218,-0.054185956716537476,0.0042244065552949905,0.06902199983596802,0.13363459706306458,0.13827304542064667,0.09555057436227798,-0.02126420848071575,0.602540135383606,-0.007035798393189907,-0.007786231115460396,0.004715062212198973,0.1864350438117981,-0.19813482463359833,0.0059969001449644566,0.5986381769180298,-0.007279656361788511,-0.019444335252046585,-0.006157751195132732]","[-0.366089791059494,0.015490218997001648,-0.11084387451410294,0.5305663347244263,-0.2933746576309204,-0.03787970542907715,-0.3178786039352417,-0.010082121007144451,-0.1291854977607727,0.47883155941963196,-0.29039597511291504,-0.027467066422104836,-0.0456380620598793,0.08854182064533234,0.03813490644097328,0.19635151326656342,0.10773413628339767,-0.07224690169095993,0.5784654021263123,-0.10149195045232773,-0.10753707587718964,0.06413371115922928,0.21873770654201508,-0.2563873529434204,0.005157059524208307,0.60080885887146,0.07354528456926346,-0.1143052950501442,0.07063572108745575]","[0.5242640972137451,0.09867420792579651,-0.31173452734947205,-0.2059866338968277,1.2024848461151123,-0.030291013419628143,-0.38201144337654114,-0.07663756608963013,-0.1462579071521759,-0.964285671710968,-0.054639220237731934,-0.29381653666496277,-0.07958699017763138,0.31723833084106445,-0.16284601390361786,0.012689512223005295,-0.08848468959331512,-0.09931090474128723,-0.1814938634634018,-0.16112031042575836,-1.4289357662200928,0.9317224025726318,0.05817291513085365,-0.35606884956359863,-0.041065119206905365,-0.18823431432247162,0.20316728949546814,-1.7640727758407593,1.000945806503296]",0.020019397139549255,0.04154181480407715,0.01748359575867653,0.06180400028824806,0.09853377193212509,4.926688596606255,0,0,0,0.497773140668869,0.4946884214878082,0.9960225820541382,0.9715732336044312,0.9815973043441772,0.9872557520866394,-0.0022220236714929342,-0.0,-0.0
35,0.7000000000000001,35,"[-0.32508569955825806,-0.0026347681414335966,-0.02655017003417015,0.6681854724884033,-0.3430197238922119,0.033009935170412064,-0.24604305624961853,0.014315291307866573,-0.06561225652694702,0.5446710586547852,-0.3329945504665375,-0.05518510192632675,0.004454038571566343,0.07617093622684479,0.1378493458032608,0.1300359070301056,0.09473119676113129,-0.021194955334067345,0.5999079346656799,-0.007210643962025642,-0.0076567488722503185,0.004546159878373146,0.18285462260246277,-0.2038409411907196,0.0036299347411841154,0.598457396030426,-0.006796428468078375,-0.01937834918498993,-0.006292963866144419]","[-0.36829787492752075,0.02168668992817402,-0.11829394102096558,0.5430090427398682,-0.3028300404548645,-0.04196224361658096,-0.31305232644081116,-0.002034579636529088,-0.13337528705596924,0.4780654013156891,-0.29407528042793274,-0.030248019844293594,-0.04631172493100166,0.09779836237430573,0.04308433458209038,0.18873432278633118,0.10047285258769989,-0.06920373439788818,0.5812824368476868,-0.09323900192975998,-0.10381446033716202,0.0661216527223587,0.21768063306808472,-0.262423574924469,0.007282852660864592,0.600982129573822,0.07569979131221771,-0.11638005822896957,0.06920625269412994]","[0.44728177785873413,0.05470476299524307,-0.2744620740413666,-0.13068635761737823,1.2137008905410767,-0.052597351372241974,-0.26512736082077026,-0.06651508808135986,-0.10123783349990845,-1.0203831195831299,0.029598891735076904,-0.3150663673877716,-0.077114999294281,0.27336058020591736,-0.162833109498024,0.008624821901321411,-0.07555978000164032,-0.08198617398738861,-0.17733599245548248,-0.14597761631011963,-1.377036213874817,0.9661247730255127,0.054059628397226334,-0.3558136522769928,-0.037347182631492615,-0.18982501327991486,0.19895747303962708,-1.792891502380371,0.994171142578125]",0.021172942593693733,0.0404767282307148,0.017943676561117172,0.0631508156657219,0.09838647395372391,4.919323697686195,0,0,0,0.4975202977657318,0.4949524402618408,0.995578408241272,0.9707006812095642,0.9785616993904114,0.9869593977928162,-0.004949426278471947,-0.0,-0.0
36,0.72,36,"[-0.34144219756126404,-0.0062799653969705105,-0.030455006286501884,0.6891698837280273,-0.3394075632095337,0.03349418193101883,-0.2411022037267685,0.021273363381624222,-0.06336857378482819,0.5445460081100464,-0.3392446041107178,-0.05641921982169151,0.004563822876662016,0.08284543454647064,0.14190146327018738,0.1224137619137764,0.09436139464378357,-0.02114156447350979,0.5972242951393127,-0.007332344073802233,-0.007558304816484451,0.00436262646690011,0.17936109006404877,-0.2094532698392868,0.0012766876025125384,0.5980798602104187,-0.006309437099844217,-0.019265320152044296,-0.006428400985896587]","[-0.3704495131969452,0.028573328629136086,-0.12814711034297943,0.5584279894828796,-0.3117809295654297,-0.045492641627788544,-0.30461448431015015,0.008132539689540863,-0.13678644597530365,0.47224825620651245,-0.29479819536209106,-0.03167673200368881,-0.04613250866532326,0.1075698584318161,0.04957595840096474,0.1817948967218399,0.09349946677684784,-0.06594038009643555,0.5833304524421692,-0.08581847697496414,-0.09995292127132416,0.06801062077283859,0.2153698056936264,-0.2678779065608978,0.00860524456948042,0.6013200283050537,0.07570405304431915,-0.11827557533979416,0.06772154569625854]","[0.28283798694610596,-0.029864758253097534,-0.20346400141716003,-0.04339321702718735,1.1493152379989624,-0.09168930351734161,-0.05283701419830322,-0.06063782051205635,-0.03378678485751152,-1.0814908742904663,0.20030438899993896,-0.3484551012516022,-0.06752455234527588,0.20895236730575562,-0.16814059019088745,0.012998811900615692,-0.04682237654924393,-0.056728512048721313,-0.17584247887134552,-0.13477924466133118,-1.3193321228027344,0.9973628520965576,0.04407699778676033,-0.34407949447631836,-0.03292113542556763,-0.1960964947938919,0.18531399965286255,-1.8217896223068237,0.9706706404685974]",0.022460777312517166,0.03823089227080345,0.018681278452277184,0.06470292806625366,0.0980544239282608,4.90272119641304,0,0,0,0.4972209632396698,0.49549803137779236,0.9948872327804565,0.969534158706665,0.9766092300415039,0.9837938547134399,-0.014822345227003098,-0.0,-0.0
37,0.74,37,"[-0.35838839411735535,-0.010035322979092598,-0.03410068899393082,0.7060708403587341,-0.33129075169563293,0.03382866084575653,-0.2349722534418106,0.028821466490626335,-0.06075066328048706,0.5436604619026184,-0.3460599482059479,-0.05807894095778465,0.00429772213101387,0.08931051194667816,0.14524948596954346,0.11558578908443451,0.09448343515396118,-0.02115526609122753,0.5945102572441101,-0.007331836968660355,-0.00740022212266922,0.004080560989677906,0.1760411113500595,-0.21502825617790222,-0.001165261259302497,0.5974315404891968,-0.005634418223053217,-0.019067108631134033,-0.006523218005895615]","[-0.3748512864112854,0.0350184291601181,-0.1368270367383957,0.5802872776985168,-0.3019903600215912,-0.0480080172419548,-0.29260364174842834,0.019556406885385513,-0.13877317309379578,0.4610643684864044,-0.29246845841407776,-0.033353377133607864,-0.04474024847149849,0.11655557155609131,0.0571051761507988,0.1758161038160324,0.08741538971662521,-0.062431398779153824,0.5842889547348022,-0.07986681163311005,-0.09555559605360031,0.0698062852025032,0.212215393781662,-0.27229586243629456,0.009245403110980988,0.6018449664115906,0.07257290184497833,-0.11974003911018372,0.06576089560985565]","[-0.0056733931414783,-0.14623047411441803,-0.11227985471487045,0.03682354837656021,0.9664772748947144,-0.14657090604305267,0.27271637320518494,-0.08368918299674988,0.07645505666732788,-1.1180036067962646,0.4530375897884369,-0.39855828881263733,-0.048256490379571915,0.12584497034549713,-0.18217578530311584,0.024995259940624237,-0.0027709919959306717,-0.027971267700195312,-0.18073631823062897,-0.13122345507144928,-1.241353154182434,1.0308330059051514,0.03026965633034706,-0.32335832715034485,-0.024985797703266144,-0.20173151791095734,0.15798354148864746,-1.8335936069488525,0.9314972758293152]",0.0239090733230114,0.035353537648916245,0.019671142101287842,0.06491310894489288,0.09749849140644073,4.874924570322037,0,0,0,0.4968408942222595,0.4961855709552765,0.9939791560173035,0.9685482978820801,0.9765185117721558,0.9783642292022705,-0.03551176190376282,-0.0,-0.0
38,0.76,38,"[-0.3756886422634125,-0.014138307422399521,-0.0370212160050869,0.719405472278595,-0.32181212306022644,0.0339779406785965,-0.22777202725410461,0.03665987774729729,-0.057792164385318756,0.5422139167785645,-0.3529118001461029,-0.060036711394786835,0.003898364957422018,0.09536851942539215,0.14815834164619446,0.1094866544008255,0.09504818171262741,-0.021158602088689804,0.5918096899986267,-0.007291833870112896,-0.00728935282677412,0.0037917119916528463,0.172867551445961,-0.22053076326847076,-0.0036262066569179296,0.5965391993522644,-0.004972826689481735,-0.018903205171227455,-0.006627304945141077]","[-0.38035765290260315,0.03806132450699806,-0.1421099752187729,0.6045653223991394,-0.2851714491844177,-0.05064307898283005,-0.27985480427742004,0.02972101978957653,-0.13750635087490082,0.4479919373989105,-0.2893904149532318,-0.03630781173706055,-0.04217265918850899,0.12195339798927307,0.06316318362951279,0.17312483489513397,0.08285225927829742,-0.058392610400915146,0.5840747952461243,-0.0739651620388031,-0.09114037454128265,0.07174065709114075,0.20764857530593872,-0.2747417390346527,0.009905935265123844,0.6047469973564148,0.06651706248521805,-0.12029105424880981,0.06227220967411995]","[-0.42593881487846375,-0.2977748215198517,-0.04612889885902405,-0.018607934936881065,0.5234100818634033,-0.21399371325969696,0.6470614075660706,-0.21287168562412262,0.2740115523338318,-1.092348575592041,0.7340272665023804,-0.4609491229057312,-0.04887225106358528,-0.006905853748321533,-0.15056228637695312,0.058114200830459595,0.021046055480837822,-0.010082557797431946,-0.17190103232860565,-0.11547354608774185,-1.1606683731079102,1.065405249595642,0.0005454756319522858,-0.2669057846069336,-0.00915391743183136,-0.1806434988975525,0.12786683440208435,-1.7942763566970825,0.8220027089118958]",0.025294745340943336,0.030528642237186432,0.020857326686382294,0.0653027892112732,0.09645778685808182,4.822889342904091,0,0,0,0.4964805245399475,0.49707889556884766,0.9929269552230835,0.9683191776275635,0.977917492389679,0.9636754989624023,-0.07350943237543106,-0.0,-0.0
39,0.78,39,"[-0.39247265458106995,-0.017455950379371643,-0.039616070687770844,0.7293238639831543,-0.31105801463127136,0.03459130600094795,-0.21927566826343536,0.04486769437789917,-0.05454104021191597,0.5399359464645386,-0.3595903217792511,-0.06232600286602974,0.003192231524735689,0.10099203884601593,0.1506265550851822,0.10407518595457077,0.09615356475114822,-0.02114035189151764,0.5893704891204834,-0.007104457821696997,-0.007071235217154026,0.0034464108757674694,0.1696675568819046,-0.2257942110300064,-0.006167316809296608,0.5957785844802856,-0.004137990064918995,-0.018550163134932518,-0.0066589838825166225]","[-0.38838595151901245,0.03249232470989227,-0.14505909383296967,0.6264009475708008,-0.2968811094760895,-0.05340287461876869,-0.27071478962898254,0.0342726893723011,-0.13227646052837372,0.43701431155204773,-0.2875240445137024,-0.04017595946788788,-0.03772178292274475,0.11991282552480698,0.06473997235298157,0.17263689637184143,0.08117438852787018,-0.05549447983503342,0.5841999053955078,-0.06970801204442978,-0.08645181357860565,0.0738673284649849,0.2038745880126953,-0.2739124298095703,0.00942782312631607,0.6097140908241272,0.05694711580872536,-0.12023413926362991,0.05895959213376045]","[-0.7278786301612854,-0.3321281373500824,-0.0737088993191719,-0.07803603261709213,0.29728105664253235,-0.2136332243680954,0.9147526025772095,-0.3007265329360962,0.38132327795028687,-0.9520597457885742,0.8911757469177246,-0.49695494771003723,-0.010491464287042618,-0.0031147748231887817,-0.1763909012079239,0.04633469879627228,0.03778250515460968,-0.009251579642295837,-0.17942537367343903,-0.11854024976491928,-1.0979520082473755,1.1045713424682617,0.016372058540582657,-0.27691149711608887,-0.0228329598903656,-0.15300807356834412,0.08373414725065231,-1.774118423461914,0.8085789084434509]",0.026802845299243927,0.025900615379214287,0.022319011390209198,0.06651265919208527,0.09737666696310043,4.868833348155022,0,0,0,0.49605196714401245,0.4979436695575714,0.9916983842849731,0.9672126770019531,0.9805922508239746,0.964962899684906,-0.029628366231918335,-0.0,-0.0
40,0.8,40,"[-0.4086984395980835,-0.020257139578461647,-0.04171917214989662,0.7369897365570068,-0.3016698956489563,0.035290081053972244,-0.21004049479961395,0.05307929217815399,-0.05115986242890358,0.537492573261261,-0.36585769057273865,-0.06462328135967255,0.0024962997995316982,0.10600721091032028,0.1527448445558548,0.09929892420768738,0.09769889712333679,-0.021025871858000755,0.5872599482536316,-0.006888933479785919,-0.006849846802651882,0.0031215029302984476,0.16646063327789307,-0.23080456256866455,-0.008697687648236752,0.5951328277587891,-0.0033386223949491978,-0.018167052417993546,-0.006698034703731537]","[-0.3988277316093445,0.020426299422979355,-0.1438618302345276,0.6437907218933105,-0.30039188265800476,-0.05786823853850365,-0.26382890343666077,0.034823037683963776,-0.12493188679218292,0.4289366602897644,-0.2872481942176819,-0.043644536286592484,-0.03163016960024834,0.11392402648925781,0.06376548111438751,0.1732381284236908,0.08122677356004715,-0.053392063826322556,0.5841159820556641,-0.06668650358915329,-0.08182631433010101,0.07577522844076157,0.2020440399646759,-0.27242881059646606,0.008404739201068878,0.6136608719825745,0.047215864062309265,-0.11989498138427734,0.05642737075686455]","[-0.9030380249023438,-0.29489490389823914,-0.094466932117939,-0.07753091305494308,0.2493920475244522,-0.21027199923992157,1.1119598150253296,-0.3663055896759033,0.4406673014163971,-0.8125433921813965,1.014723300933838,-0.5337671041488647,-0.006562951952219009,0.013101361691951752,-0.23096361756324768,0.024740345776081085,0.05004938691854477,-0.002521239221096039,-0.1861427277326584,-0.11755885183811188,-1.0546776056289673,1.1229064464569092,0.03004041686654091,-0.28901007771492004,-0.035386838018894196,-0.1402137279510498,0.06642071157693863,-1.759902834892273,0.7960129380226135]",0.028186900541186333,0.022287070751190186,0.023831509053707123,0.06833098083734512,0.09775722771883011,4.887861385941505,0,0,0,0.4956075847148895,0.4985189437866211,0.9904277324676514,0.9658018350601196,0.9852825403213501,0.9647318124771118,-0.012508772313594818,-0.0,-0.0
41,0.8200000000000001,41,"[-0.4232529401779175,-0.02174427919089794,-0.04350125789642334,0.7415266036987305,-0.29073694348335266,0.036085352301597595,-0.19949044287204742,0.06109229475259781,-0.047768522053956985,0.5343412756919861,-0.3715965747833252,-0.0667370930314064,0.0017184506868943572,0.11034109443426132,0.15439537167549133,0.09523511677980423,0.09976840019226074,-0.02082224003970623,0.5857105255126953,-0.006572348065674305,-0.006232813466340303,0.0027590820100158453,0.16326060891151428,-0.23534364998340607,-0.011162200011312962,0.5949133038520813,-0.0024558231234550476,-0.017281249165534973,-0.0066176485270261765]","[-0.41121578216552734,0.004846671130508184,-0.14050209522247314,0.6526972651481628,-0.2865656912326813,-0.06408181041479111,-0.25696200132369995,0.03514830768108368,-0.1172109916806221,0.4241371750831604,-0.28908461332321167,-0.04662502557039261,-0.024892574176192284,0.10886923223733902,0.06260406970977783,0.1750747412443161,0.08160742372274399,-0.05155843123793602,0.5836459398269653,-0.06320507079362869,-0.07799578458070755,0.07749328762292862,0.20093759894371033,-0.2724303901195526,0.007441421039402485,0.6163352131843567,0.03950716555118561,-0.11938272416591644,0.05385136604309082]","[-0.9947255849838257,-0.2624627649784088,-0.13538652658462524,-0.09523152559995651,0.20237500965595245,-0.20605875551700592,1.2185291051864624,-0.4413590729236603,0.5033372044563293,-0.74098801612854,1.0626736879348755,-0.5848080515861511,-0.006344351917505264,-0.018262319266796112,-0.2645382881164551,0.02934844046831131,0.047652676701545715,-0.003722548484802246,-0.17573286592960358,-0.1040966808795929,-1.018192172050476,1.1355446577072144,0.026022810488939285,-0.2677740156650543,-0.03237437456846237,-0.12325841188430786,0.06327309459447861,-1.7242577075958252,0.745202362537384]",0.02893487736582756,0.019342487677931786,0.024730445817112923,0.0702815055847168,0.09800971299409866,4.900485649704933,0,0,0,0.49532437324523926,0.4988773763179779,0.989797055721283,0.9643858075141907,0.9904038906097412,0.9670134782791138,-0.005316245835274458,-0.0,-0.0
42,0.84,42,"[-0.43664947152137756,-0.022353732958436012,-0.045188624411821365,0.7439085245132446,-0.28006622195243835,0.03668452426791191,-0.18833665549755096,0.06877577304840088,-0.04447820782661438,0.5311472415924072,-0.3769144117832184,-0.06851989775896072,0.0010680309496819973,0.11399317532777786,0.1553911417722702,0.09193965047597885,0.10220934450626373,-0.020494112744927406,0.5846587419509888,-0.006255192682147026,-0.0054967752657830715,0.002428891370072961,0.16022145748138428,-0.2394787073135376,-0.013477589935064316,0.5949316620826721,-0.0016409934032708406,-0.016266249120235443,-0.0065273018553853035]","[-0.4256919324398041,-0.010395918041467667,-0.13619360327720642,0.6559519171714783,-0.2731643617153168,-0.06805969774723053,-0.2493426501750946,0.037154827266931534,-0.10929469019174576,0.42247113585472107,-0.2933214008808136,-0.049677081406116486,-0.01723027229309082,0.10550715774297714,0.061386119574308395,0.17803995311260223,0.08317279815673828,-0.05097397044301033,0.583197295665741,-0.060304708778858185,-0.074764184653759,0.07921955734491348,0.20021392405033112,-0.2728724479675293,0.006389245856553316,0.6188357472419739,0.033541250973939896,-0.11825632303953171,0.05125166475772858]","[-1.0349558591842651,-0.18863028287887573,-0.2016238421201706,-0.11516652256250381,0.23230388760566711,-0.19717717170715332,1.2587741613388062,-0.4942606985569,0.5433257222175598,-0.7019156813621521,1.0594731569290161,-0.6373810172080994,0.0124395452439785,-0.05277359485626221,-0.29290276765823364,0.023179732263088226,0.05358056724071503,-0.01655985414981842,-0.17743544280529022,-0.10275827348232269,-0.9916083216667175,1.1554133892059326,0.03540385141968727,-0.24479223787784576,-0.025186479091644287,-0.11333094537258148,0.05855962634086609,-1.6746268272399902,0.7177637219429016]",0.029036814346909523,0.016643866896629333,0.024919426068663597,0.0715559720993042,0.09804947674274445,4.902473837137222,0,0,0,0.4952426552772522,0.4991670250892639,0.9899510145187378,0.9632892608642578,0.9875340461730957,0.9703744053840637,-0.0030844511929899454,-0.0,-0.0
