step,sim_time_s,motion_frame,reference_joint_pos,actual_joint_pos,reference_joint_vel,actual_joint_vel,policy_action,anchor_position_error,anchor_rotation_error,body_position_error,body_rotation_error,total_reward,total_reward_rate,terminated,truncated,done,reward/motion_global_root_pos,reward/motion_global_root_ori,reward/motion_body_pos,reward/motion_body_ori,reward/motion_body_lin_vel,reward/motion_body_ang_vel,reward/action_rate_l2,reward/joint_limit,reward/self_collisions
0,0.0,0,"[-0.29412972927093506,0.004737286362797022,-0.0013266908936202526,0.2641296088695526,0.04300042241811752,-0.004824476316571236,-0.2651934325695038,0.006154305301606655,-0.00314427656121552,0.18090809881687164,0.0775047242641449,-0.006836346350610256,0.0018495345721021295,0.0038947169668972492,-0.3242895007133484,0.38706204295158386,0.16934576630592346,-0.15657861530780792,-0.5902451276779175,1.299651861190796,0.15138322114944458,1.2486987113952637,0.3491489887237549,-0.10730870813131332,0.06960361450910568,-0.5908880829811096,-1.656898856163025,0.10044843703508377,-1.229791522026062]","[-0.28666287660598755,-0.0013793447287753224,-0.01762428879737854,0.28864938020706177,0.011601858772337437,-0.0026534979697316885,-0.26593106985092163,0.0033970861695706844,-0.006086756009608507,0.2391076236963272,0.024884283542633057,-0.016328968107700348,-0.008296431973576546,0.003067425452172756,-0.307607501745224,0.34739017486572266,0.1565118134021759,-0.11375030875205994,-0.5085891485214233,1.2372775077819824,0.09627102315425873,1.192604660987854,0.2960580587387085,-0.11381609737873077,0.09171107411384583,-0.5096840858459473,-1.5419143438339233,0.07912791520357132,-1.160141110420227]","[-0.21933317184448242,-0.0448697954416275,-0.07313959300518036,0.3263726830482483,-0.10086540132761002,-0.009914254769682884,-0.25303512811660767,0.048835624009370804,0.052702102810144424,0.4587925970554352,-0.17806924879550934,0.025891024619340897,-0.005621632095426321,0.004686135798692703,-0.004260241985321045,-1.4719799757003784,-0.014422088861465454,0.1057162880897522,1.600724458694458,-0.18386244773864746,0.020066648721694946,-0.2799034118652344,-1.3720557689666748,-0.015623122453689575,-0.09923279285430908,1.6268163919448853,0.05473494529724121,-0.005799531936645508,0.2202451229095459]","[0.5804222822189331,-0.33416882157325745,-0.9621137976646423,1.4535489082336426,-1.7488017082214355,0.12433045357465744,0.0862135961651802,-0.1933184713125229,-0.21242980659008026,3.4906489849090576,-2.9876930713653564,-0.5367512106895447,-0.7273452281951904,-0.03990129753947258,0.9206216335296631,-2.105799436569214,-0.7571218013763428,2.6816904544830322,4.253309726715088,-2.6246883869171143,-3.6640095710754395,1.449615478515625,-2.649041175842285,-0.4651789367198944,1.1619666814804077,3.523993968963623,5.293200492858887,-1.2085210084915161,0.8571494817733765]","[0.09476276487112045,0.055260881781578064,-0.20889413356781006,-0.8010638952255249,0.6364976763725281,-0.0010422207415103912,0.11348207294940948,-0.09356103837490082,-0.02844100631773472,-0.5701532363891602,0.4951765537261963,-0.11606468260288239,-0.13525068759918213,-0.11473709344863892,-0.4422559440135956,0.1369534581899643,-0.20402783155441284,0.2468835413455963,-0.431419312953949,2.0196750164031982,0.272109717130661,0.7226592898368835,-0.1350412666797638,0.3263983428478241,0.47898438572883606,-0.5283246636390686,-2.4265098571777344,0.37555405497550964,1.016122579574585]",0.005883815232664347,0.012092838995158672,0.022059591487050056,0.08416331559419632,0.05740363150835037,2.8701815754175186,0,0,0,0.4998840391635895,0.4998164772987366,0.9919826984405518,0.9557255506515503,0.939406156539917,0.44470518827438354,-1.4613384008407593,-0.0,-0.0
1,0.02,1,"[-0.2985163927078247,0.0038398904725909233,-0.002789482707157731,0.2706570625305176,0.04098311439156532,-0.005022761411964893,-0.27025413513183594,0.007131017744541168,-0.0020902345422655344,0.19008395075798035,0.07394333928823471,-0.00631852587684989,0.001737101934850216,0.003988439682871103,-0.3243747055530548,0.3576224446296692,0.16905732452869415,-0.15446428954601288,-0.5582306385040283,1.295974612236023,0.15178455412387848,1.243100643157959,0.3217078745365143,-0.10762117058038712,0.0676189586520195,-0.5583517551422119,-1.65580415725708,0.10033244639635086,-1.225386619567871]","[-0.26483988761901855,-0.004571093246340752,-0.025005223229527473,0.320587158203125,-0.010303287766873837,-0.0020811089780181646,-0.251230388879776,0.0009260127553716302,-0.01633150316774845,0.29531431198120117,-0.005782731808722019,-0.009756052866578102,-0.017783792689442635,0.00010367576032876968,-0.27947500348091125,0.31824955344200134,0.1500329226255417,-0.08204597234725952,-0.45372623205184937,1.2132554054260254,0.049755893647670746,1.2369624376296997,0.26077061891555786,-0.12340369820594788,0.11082977801561356,-0.4640216529369354,-1.48740553855896,0.07306036353111267,-1.1672165393829346]","[-0.21911635994911194,-0.05722016468644142,-0.08157245069742203,0.2872683107852936,-0.07583024352788925,-0.010862190276384354,-0.23494437336921692,0.06085531786084175,0.045776695013046265,0.4403975009918213,-0.1369984894990921,0.024962682276964188,-0.00791117176413536,0.010425806976854801,0.0012829899787902832,-1.340450406074524,-0.002904236316680908,0.08409544825553894,1.3917148113250732,-0.164070725440979,0.0035099685192108154,-0.2723783254623413,-1.2410759925842285,-0.019693374633789062,-0.06650425493717194,1.4326200485229492,0.05251467227935791,-0.013677962124347687,0.19625723361968994]","[1.3297512531280518,-0.12007804960012436,-0.12820550799369812,1.857475996017456,-0.8879222273826599,0.01442702766507864,0.9409298896789551,-0.08239080756902695,-0.5499902367591858,2.4423537254333496,-1.056706428527832,0.4742242097854614,-0.2846424877643585,-0.2692134380340576,1.4867619276046753,-0.8568646311759949,-0.12482141703367233,1.189436912536621,1.7480002641677856,-0.8363173007965088,-1.8427655696868896,1.4602714776992798,-1.342537760734558,-0.4814038574695587,0.7697625756263733,1.8783031702041626,1.8771203756332397,-0.15253567695617676,-0.5995606780052185]","[0.07950209826231003,-0.12185657769441605,-0.026150178164243698,-0.7771234512329102,0.7206090688705444,-0.0222482867538929,0.04897071793675423,0.1578865647315979,-0.18937133252620697,-0.773788332939148,0.6799787878990173,0.043981071561574936,-0.03211861103773117,-0.2623390555381775,0.0690290629863739,0.2850887179374695,-0.16095679998397827,-0.2633582353591919,-0.9178704023361206,2.4015860557556152,0.3902391791343689,0.8834329843521118,0.019411757588386536,0.0010895319283008575,0.6120689511299133,-0.9790924191474915,-3.1653714179992676,0.21998439729213715,1.3116220235824585]",0.004645281471312046,0.02377697266638279,0.00727516133338213,0.06044822931289673,0.09080194681882858,4.540097340941429,0,0,0,0.4999215602874756,0.4987505376338959,0.9994092583656311,0.9694674015045166,0.9444289207458496,0.8557112216949463,-0.22759132087230682,-0.0,-0.0
2,0.04,2,"[-0.30289438366889954,0.002448479877784848,-0.004589588847011328,0.27562034130096436,0.039967212826013565,-0.005258963909000158,-0.27459120750427246,0.008588518016040325,-0.0013132088351994753,0.19852399826049805,0.07202478498220444,-0.005837839096784592,0.0015330876922234893,0.004311749245971441,-0.3242381811141968,0.3334440290927887,0.16922959685325623,-0.15321479737758636,-0.5345765352249146,1.2930890321731567,0.151523619890213,1.23780357837677,0.29950594902038574,-0.10809644311666489,0.0669434443116188,-0.5335832834243774,-1.6547982692718506,0.09990131855010986,-1.2219412326812744]","[-0.23274166882038116,-0.003234684932976961,-0.02309449017047882,0.3629207909107208,-0.027342436835169792,-0.0016122981905937195,-0.22339124977588654,0.004699935205280781,-0.024168357253074646,0.3403705954551697,-0.013773122802376747,-0.0005529930349439383,-0.011468714103102684,-0.004548877477645874,-0.25597357749938965,0.30895286798477173,0.1499512493610382,-0.07376735657453537,-0.4276603162288666,1.2056866884231567,0.029780961573123932,1.252271056175232,0.25127583742141724,-0.13264648616313934,0.12315453588962555,-0.43730202317237854,-1.4661911725997925,0.07709507644176483,-1.178011417388916]","[-0.21251291036605835,-0.12928858399391174,-0.19877192378044128,0.24309903383255005,-0.08961363136768341,-0.03483906760811806,-0.19685402512550354,0.1123732179403305,0.061328139156103134,0.4954412579536438,-0.1223590224981308,0.02338971383869648,0.007336807902902365,0.010259309783577919,0.02457648515701294,-1.128584861755371,0.0008888542652130127,0.06993263959884644,1.0901228189468384,-0.14437735080718994,-0.022222474217414856,-0.23365318775177002,-1.0308787822723389,-0.026388652622699738,-0.015352852642536163,1.1434212923049927,0.061011314392089844,-0.024949945509433746,0.16005635261535645]","[1.6990437507629395,0.10564427822828293,0.15136800706386566,2.084719657897949,-0.746795117855072,0.025969119742512703,1.5543373823165894,0.28160804510116577,-0.343239963054657,2.001132011413574,-0.09576480835676193,0.4213714003562927,0.5589715242385864,-0.22360746562480927,0.8869309425354004,-0.21293340623378754,0.030240971595048904,0.16631323099136353,1.1487512588500977,-0.22216813266277313,-0.7329226136207581,0.4672260284423828,-0.024153800681233406,-0.44747331738471985,0.5250213146209717,1.0888334512710571,0.7704002261161804,0.2605617344379425,-0.4638526737689972]","[-0.004746370017528534,-0.15822650492191315,0.01917264237999916,-0.7601749300956726,0.6783163547515869,-0.023600075393915176,0.0603390671312809,0.3463037610054016,-0.17991289496421814,-0.9085372090339661,0.7185742855072021,0.07126867771148682,0.08940405398607254,-0.32040834426879883,0.19827884435653687,0.25227969884872437,-0.19002315402030945,-0.5032674670219421,-0.9069758057594299,2.5531229972839355,0.46835070848464966,1.076809048652649,-0.03324287384748459,-0.07850506901741028,0.7164120674133301,-1.1046243906021118,-3.4270496368408203,0.09692970663309097,1.5910496711730957]",0.002427018014714122,0.03359682485461235,0.010353478603065014,0.07274515926837921,0.09430909901857376,4.715454950928688,0,0,0,0.4999713897705078,0.49726399779319763,0.9986003637313843,0.9589670300483704,0.9314724206924438,0.8718811273574829,-0.0427015945315361,-0.0,-0.0
3,0.06,3,"[-0.30701690912246704,-0.0013316523982211947,-0.01074035931378603,0.2803810238838196,0.0373985692858696,-0.006416324060410261,-0.2781282961368561,0.011625946499407291,0.0003628910635598004,0.2099016010761261,0.06904897838830948,-0.005382937379181385,0.0020305742509663105,0.00439881207421422,-0.3233916461467743,0.31247904896736145,0.16909287869930267,-0.15166698396205902,-0.5146257281303406,1.2901995182037354,0.15089565515518188,1.2337545156478882,0.2804727256298065,-0.1086767166852951,0.06700484454631805,-0.512614905834198,-1.6533637046813965,0.09933444857597351,-1.2189843654632568]","[-0.20035992562770844,0.0004525606636889279,-0.01786106638610363,0.40188315510749817,-0.040241364389657974,0.00018422264838591218,-0.1920517385005951,0.014194068498909473,-0.025508273392915726,0.367619127035141,-0.01231702882796526,0.005829078610986471,0.00491994759067893,-0.007955613546073437,-0.24744611978530884,0.31181663274765015,0.14980173110961914,-0.07493326812982559,-0.40934738516807556,1.2054120302200317,0.021087385714054108,1.255560278892517,0.2614348828792572,-0.14060401916503906,0.13333699107170105,-0.42278215289115906,-1.4573237895965576,0.08419772982597351,-1.1839896440505981]","[-0.1918889582157135,-0.19404137134552002,-0.2988446056842804,0.2505965530872345,-0.09947279840707779,-0.04638560488820076,-0.13709142804145813,0.16940373182296753,0.059271540492773056,0.5897138118743896,-0.15774518251419067,0.013189786113798618,0.03583868592977524,-0.00013605458661913872,0.04611685872077942,-0.9614810347557068,-0.010966509580612183,0.07986538112163544,0.9041138291358948,-0.13689696788787842,-0.03158673644065857,-0.1810222864151001,-0.8688688278198242,-0.02755913883447647,0.017480552196502686,0.9561046957969666,0.07048845291137695,-0.0293659046292305,0.13598501682281494]","[1.5750987529754639,0.1847347617149353,0.2691916823387146,1.8267775774002075,-0.5199989080429077,0.09901592135429382,1.5607528686523438,0.4778461754322052,-0.07262654602527618,1.2188669443130493,0.2312086671590805,0.23167355358600616,0.9023520946502686,-0.14676548540592194,0.1559377908706665,0.3833332657814026,-0.03241974487900734,-0.11681858450174332,0.7709469199180603,0.06413108855485916,-0.3437114655971527,0.02425786294043064,0.788947582244873,-0.37055325508117676,0.4955376982688904,0.5351784825325012,0.31603550910949707,0.34084200859069824,-0.20579472184181213]","[-0.08155348151922226,-0.15701548755168915,0.03736824169754982,-0.7398586273193359,0.6074812412261963,-0.016275856643915176,-0.008169149979948997,0.40849569439888,-0.14629027247428894,-0.9850490689277649,0.6858776211738586,0.0690518170595169,0.12703973054885864,-0.32104745507240295,0.35859915614128113,0.17619742453098297,-0.20633229613304138,-0.5704947710037231,-0.8414769172668457,2.642263412475586,0.4944543242454529,1.3273882865905762,-0.19199919700622559,-0.10761208832263947,0.7708824276924133,-1.1067489385604858,-3.535355567932129,0.015297452919185162,1.87174391746521]",0.006196434609591961,0.05021674185991287,0.014661327935755253,0.08439226448535919,0.09436126053333282,4.718063026666641,0,0,0,0.4998491704463959,0.4940269887447357,0.9971332550048828,0.9479865431785583,0.918334424495697,0.8875270485877991,-0.02679421380162239,-0.0,-0.0
4,0.08,4,"[-0.3105699419975281,-0.005313174333423376,-0.016543373465538025,0.28564420342445374,0.035988301038742065,-0.007114388048648834,-0.2800748646259308,0.015364667400717735,0.0010576527565717697,0.22211255133152008,0.06571497768163681,-0.005310247652232647,0.002966635162010789,0.004306307062506676,-0.3223935067653656,0.2949847877025604,0.16879093647003174,-0.15002018213272095,-0.49841198325157166,1.2876131534576416,0.15026015043258667,1.230562686920166,0.2647511959075928,-0.10919880867004395,0.06764266639947891,-0.4953390955924988,-1.6519787311553955,0.09872668236494064,-1.2165018320083618]","[-0.1719096451997757,0.004839442670345306,-0.011518599465489388,0.4364956319332123,-0.04978932812809944,0.003412403166294098,-0.1615612506866455,0.024548830464482307,-0.02407178469002247,0.3846267759799957,-0.008613089099526405,0.00925368070602417,0.02178128995001316,-0.010218333452939987,-0.249604269862175,0.32693663239479065,0.14756269752979279,-0.07752225548028946,-0.4009893536567688,1.2103283405303955,0.01843036524951458,1.2527552843093872,0.2820059359073639,-0.14633433520793915,0.1445954293012619,-0.4168867766857147,-1.455345630645752,0.09085889160633087,-1.1857529878616333]","[-0.12306347489356995,-0.14768582582473755,-0.23041868209838867,0.34369081258773804,-0.09927591681480408,0.0034407363273203373,-0.07173344492912292,0.2007623016834259,0.02493661642074585,0.6675664782524109,-0.20322027802467346,-0.0051328446716070175,0.04985208064317703,-0.04031004756689072,0.014746934175491333,-0.7923290133476257,-0.01854635775089264,0.09180456399917603,0.82136470079422,-0.12629926204681396,-0.027730688452720642,-0.18353164196014404,-0.7872287631034851,-0.02646632492542267,0.05486477166414261,0.8232467174530029,0.08439719676971436,-0.04226751625537872,0.17378032207489014]","[1.3473268747329712,0.20265518128871918,0.30608633160591125,1.647668480873108,-0.4092872440814972,0.15996268391609192,1.4610812664031982,0.5158334374427795,0.11418605595827103,0.7109789848327637,0.11030817776918411,0.14275231957435608,0.8013784289360046,-0.11974450200796127,-0.2551901638507843,0.9756125211715698,-0.13661924004554749,-0.09478439390659332,0.2108486294746399,0.3122522532939911,-0.06981823593378067,-0.22349031269550323,1.1638201475143433,-0.23273372650146484,0.5872216820716858,0.15691569447517395,0.004378358833491802,0.29048651456832886,-0.02392713353037834]","[-0.11498091369867325,-0.14765971899032593,0.05118728056550026,-0.7019823789596558,0.5497229099273682,-0.005276840180158615,-0.08396372944116592,0.4411461651325226,-0.13016663491725922,-1.030874490737915,0.6598132848739624,0.06582823395729065,0.10669244080781937,-0.35104644298553467,0.49674192070961,0.06260077655315399,-0.22003453969955444,-0.6316912174224854,-0.7920874357223511,2.742396831512451,0.5029978156089783,1.6133348941802979,-0.36685702204704285,-0.11977154016494751,0.7969288229942322,-1.0470147132873535,-3.61372709274292,-0.030512649565935135,2.0895884037017822]",0.013714496977627277,0.07313928008079529,0.019437093287706375,0.09588374942541122,0.09435240179300308,4.717620089650154,0,0,0,0.4991810917854309,0.4866909384727478,0.9948485493659973,0.9349374175071716,0.9132716655731201,0.9125264286994934,-0.02383534237742424,-0.0,-0.0
5,0.1,5,"[-0.31193944811820984,-0.007239085156470537,-0.019957106560468674,0.2941286563873291,0.03342753276228905,-0.006278694607317448,-0.280997633934021,0.019656438380479813,0.001360355643555522,0.2366042584180832,0.060920167714357376,-0.005588251166045666,0.004024657420814037,0.0027864102739840746,-0.32280176877975464,0.2807858884334564,0.16835102438926697,-0.14799480140209198,-0.4817711412906647,1.2851475477218628,0.14978642761707306,1.2264132499694824,0.24898357689380646,-0.10973536968231201,0.06919943541288376,-0.4796850383281708,-1.649987816810608,0.09764374792575836,-1.2120331525802612]","[-0.15888087451457977,0.0038687391206622124,-0.0206352137029171,0.44931361079216003,-0.06082651764154434,0.007300246972590685,-0.14241838455200195,0.031529754400253296,-0.030037323012948036,0.39780598878860474,-0.0003812743816524744,0.010207340121269226,0.012441589497029781,-0.013746547512710094,-0.26081112027168274,0.33995187282562256,0.1457747370004654,-0.08116709440946579,-0.3990906774997711,1.2193175554275513,0.01971287839114666,1.2459436655044556,0.30810433626174927,-0.14595313370227814,0.15277235209941864,-0.41961878538131714,-1.4597195386886597,0.09741616249084473,-1.1880512237548828]","[-0.00728219747543335,-0.06267790496349335,-0.14134222269058228,0.4640601575374603,-0.16393619775772095,0.05432497709989548,-0.01539662480354309,0.21322444081306458,0.003354440676048398,0.7222790718078613,-0.2643522024154663,-0.0173142421990633,0.05377841368317604,-0.11965557187795639,-0.07446110248565674,-0.6230369210243225,-0.021350383758544922,0.10164715349674225,0.8281491994857788,-0.1191556453704834,-0.01821070909500122,-0.20754337310791016,-0.7709272503852844,-0.02148449420928955,0.09218603372573853,0.7384330034255981,0.09829699993133545,-0.05716197192668915,0.23018121719360352]","[0.23518405854701996,-0.19407746195793152,-0.9615368247032166,0.1580008715391159,-0.39084723591804504,0.19344663619995117,0.602361261844635,0.3239321708679199,-0.4024668335914612,0.5906299948692322,0.5034566521644592,0.03055676631629467,-1.2273313999176025,-0.26052868366241455,-0.6387118101119995,0.2439778447151184,-0.016231097280979156,-0.24707825481891632,0.1288830190896988,0.4924982190132141,0.07236577570438385,-0.40955814719200134,1.3955599069595337,0.2040131390094757,0.214174285531044,-0.3554116189479828,-0.3315427303314209,0.36989814043045044,-0.2265108823776245]","[-0.0856735035777092,-0.146223247051239,0.06587374210357666,-0.6586203575134277,0.5051508545875549,0.004407506436109543,-0.1590927690267563,0.4735499620437622,-0.13516995310783386,-1.0745561122894287,0.6376747488975525,0.0657293051481247,0.07834679633378983,-0.400957316160202,0.5857886672019958,-0.08252383768558502,-0.22510746121406555,-0.7039543986320496,-0.7347575426101685,2.8314528465270996,0.47628360986709595,1.930532693862915,-0.5276938676834106,-0.1355735808610916,0.7953227758407593,-0.9753488302230835,-3.688577651977539,-0.04712219908833504,2.3174428939819336]",0.02023611031472683,0.08886249363422394,0.02235064096748829,0.09620847553014755,0.09417403489351273,4.708701744675636,0,0,0,0.49798446893692017,0.47802385687828064,0.992649495601654,0.9282971620559692,0.9635317325592041,0.8735434412956238,-0.02532864734530449,-0.0,-0.0
6,0.12,6,"[-0.3108612298965454,-0.007820290513336658,-0.022197062149643898,0.30420660972595215,0.029430853202939034,-0.004941388964653015,-0.2806907296180725,0.02389364503324032,0.0011918303789570928,0.2510037124156952,0.055140890181064606,-0.006002817302942276,0.005117771681398153,-0.0004799158195964992,-0.32537195086479187,0.2700633108615875,0.16793692111968994,-0.14595429599285126,-0.4652860164642334,1.2828469276428223,0.14953172206878662,1.2222609519958496,0.2339141070842743,-0.11005818843841553,0.07133010774850845,-0.46580177545547485,-1.648046851158142,0.09644020348787308,-1.2072945833206177]","[-0.15208593010902405,-0.00488957529887557,-0.03128519281744957,0.4408893585205078,-0.06917852908372879,0.009512328542768955,-0.13879436254501343,0.03171718865633011,-0.03750636801123619,0.4052203595638275,-0.0003680984955281019,0.009227379225194454,-0.0020131540950387716,-0.025348737835884094,-0.2677273750305176,0.34000420570373535,0.1470477133989334,-0.08492063730955124,-0.39805862307548523,1.2284621000289917,0.02330734021961689,1.239206075668335,0.32984617352485657,-0.14005090296268463,0.15623490512371063,-0.42687636613845825,-1.4688652753829956,0.1047196015715599,-1.1949254274368286]","[0.10278075933456421,-0.002066674642264843,-0.1306353211402893,0.526358962059021,-0.22622324526309967,0.08041547238826752,0.020895153284072876,0.2146003395318985,-0.013880550861358643,0.7681023478507996,-0.3414049744606018,-0.021352432668209076,0.05845286697149277,-0.18738757073879242,-0.16689300537109375,-0.45842602849006653,-0.024706870317459106,0.12739896774291992,0.8107371926307678,-0.11667907238006592,-0.008442997932434082,-0.21282732486724854,-0.7759250998497009,-0.01081898808479309,0.09830258786678314,0.6164484024047852,0.06872713565826416,-0.034270063042640686,0.2526134252548218]","[0.17414601147174835,-0.3871873915195465,0.054063308984041214,-0.675894558429718,-0.6726375222206116,0.03587345778942108,-0.11366786062717438,-0.06309342384338379,-0.13719770312309265,0.18843777477741241,0.16710203886032104,-0.12200722843408585,-0.06717609614133835,-0.577918529510498,-0.27510136365890503,-0.08286263048648834,-0.04103086516261101,-0.08680334687232971,0.019564976915717125,0.459308385848999,0.20885324478149414,-0.20803804695606232,0.7599959969520569,0.21039226651191711,0.17339852452278137,-0.3181900978088379,-0.4691634476184845,0.33946675062179565,-0.3643156886100769]","[0.22873234748840332,-0.3213562071323395,-0.007848139852285385,-0.7632702589035034,0.5312961935997009,0.0023941807448863983,-0.35061970353126526,0.31971123814582825,-0.2379406839609146,-1.023547649383545,0.6138256192207336,0.039643093943595886,0.14411568641662598,-0.44431254267692566,0.47185757756233215,0.1357831209897995,-0.22275876998901367,-0.8276100754737854,-0.8176757097244263,2.7647156715393066,0.4287843704223633,2.2624261379241943,-0.8127467632293701,-0.14073267579078674,0.758878231048584,-0.7698348760604858,-3.745089292526245,-0.07262157648801804,2.4810986518859863]",0.02305207960307598,0.08968717604875565,0.02304665930569172,0.09316423535346985,0.09449456632137299,4.724728316068649,0,0,0,0.49718335270881653,0.47595590353012085,0.9919756054878235,0.9309946298599243,0.9761197566986084,0.9107699394226074,-0.05827099084854126,-0.0,-0.0
7,0.14,7,"[-0.30782821774482727,-0.007321752142161131,-0.025182519108057022,0.31518301367759705,0.02437860332429409,-0.0030620757024735212,-0.2801618278026581,0.028240451589226723,0.0008051336044445634,0.2673283517360687,0.047263968735933304,-0.006442348472774029,0.0063627720810472965,-0.004709092900156975,-0.3294774889945984,0.26244884729385376,0.1673627495765686,-0.14289884269237518,-0.44934165477752686,1.2804803848266602,0.1494487076997757,1.2179001569747925,0.21794657409191132,-0.11016812920570374,0.07313153892755508,-0.45502710342407227,-1.6472387313842773,0.09627294540405273,-1.2019286155700684]","[-0.14758941531181335,-0.009668929502367973,-0.021343456581234932,0.42846742272377014,-0.07825028151273727,0.013461516238749027,-0.14067089557647705,0.03228158876299858,-0.03633968159556389,0.4023773670196533,-0.0005459621897898614,0.007124890107661486,-0.0005174814723432064,-0.03339724987745285,-0.2654246985912323,0.33981573581695557,0.14614422619342804,-0.0828404575586319,-0.40092363953590393,1.2350144386291504,0.02893884666264057,1.2395504713058472,0.33297279477119446,-0.1380942463874817,0.16082601249217987,-0.4287158250808716,-1.477419137954712,0.10775233805179596,-1.2011181116104126]","[0.19737482070922852,0.037646155804395676,-0.16796691715717316,0.5375348329544067,-0.2739294469356537,0.09028224647045135,0.04030540585517883,0.21223318576812744,-0.02710043638944626,0.8018612861633301,-0.410335898399353,-0.02098439820110798,0.06608074903488159,-0.23736459016799927,-0.251595675945282,-0.3064170479774475,-0.029079243540763855,0.16344450414180756,0.7750511169433594,-0.11615753173828125,0.0016283243894577026,-0.20997822284698486,-0.7916115522384644,-0.0020675361156463623,0.08042696863412857,0.4739716649055481,0.03001093864440918,0.00042691826820373535,0.25844573974609375]","[0.2779026925563812,-0.21557508409023285,0.5925033092498779,-0.4752441644668579,-0.282416433095932,0.22984744608402252,-0.03802896663546562,0.022054990753531456,0.11857445538043976,-0.08975482732057571,0.11385118961334229,-0.13264653086662292,0.05523000657558441,-0.32646116614341736,0.3358134329319,0.031026218086481094,-0.02879282273352146,0.18385709822177887,-0.22900359332561493,0.24184344708919525,0.3136552572250366,0.11494787037372589,-0.11952588707208633,0.037087615579366684,0.2648586630821228,0.0007031058776192367,-0.40461045503616333,0.07145849615335464,-0.2665797472000122]","[0.3448546826839447,-0.2788403034210205,-0.051591213792562485,-0.7493189573287964,0.5757779479026794,0.03451712056994438,-0.3259084224700928,0.3595116138458252,-0.22309598326683044,-1.039078950881958,0.6476861238479614,0.028995227068662643,0.06757437437772751,-0.5001885890960693,0.29703736305236816,0.19316016137599945,-0.24871239066123962,-0.9262559413909912,-0.8055734038352966,2.67413592338562,0.36929160356521606,2.4714677333831787,-0.8488671183586121,-0.13740645349025726,0.7063997983932495,-0.645190417766571,-3.761359214782715,-0.10069378465414047,2.6029434204101562]",0.021997671574354172,0.0774323120713234,0.02252011187374592,0.08981461822986603,0.09586997330188751,4.793498665094376,0,0,0,0.49731674790382385,0.4808795154094696,0.9924312829971313,0.9358081817626953,0.9678674936294556,0.9360612630844116,-0.016866015270352364,-0.0,-0.0
8,0.16,8,"[-0.30296623706817627,-0.006314444355666637,-0.028915738686919212,0.3257080018520355,0.018473675474524498,-0.0013300989521667361,-0.27907851338386536,0.03238297253847122,0.0001078129280358553,0.2830781638622284,0.03872745484113693,-0.006842193193733692,0.0077610015869140625,-0.009974499233067036,-0.33543577790260315,0.2578066289424896,0.1667737513780594,-0.13941651582717896,-0.434283971786499,1.278200626373291,0.14959685504436493,1.2138618230819702,0.2022496461868286,-0.11014088988304138,0.0745471864938736,-0.44684290885925293,-1.6468464136123657,0.09645728021860123,-1.196956753730774]","[-0.14314405620098114,-0.012397121638059616,-0.012565264478325844,0.42183107137680054,-0.08301451057195663,0.01858704350888729,-0.13858698308467865,0.03399338573217392,-0.036335527896881104,0.4005562663078308,0.0033133388496935368,0.003795802127569914,-0.0019454254070296884,-0.03645259514451027,-0.25869834423065186,0.34141573309898376,0.14690539240837097,-0.07963541895151138,-0.40480566024780273,1.2363300323486328,0.03370492532849312,1.2432154417037964,0.3295607268810272,-0.13828524947166443,0.16492246091365814,-0.42769283056259155,-1.484757900238037,0.10680937021970749,-1.2050981521606445]","[0.27465298771858215,0.0516139455139637,-0.21109116077423096,0.5289360880851746,-0.3195340931415558,0.06453169137239456,0.060908496379852295,0.20073768496513367,-0.020229237154126167,0.7569611072540283,-0.42426395416259766,-0.025784330442547798,0.0639125406742096,-0.2541193664073944,-0.2937503159046173,-0.2244912087917328,-0.030785799026489258,0.18738284707069397,0.8432537317276001,-0.13374388217926025,-0.030044466257095337,-0.24086534976959229,-0.6276220083236694,-0.0005466863512992859,0.07240548729896545,0.4652559757232666,0.027242302894592285,0.018416717648506165,0.21680593490600586]","[0.199234277009964,-0.10217259079217911,0.35168686509132385,-0.27229660749435425,-0.18899890780448914,0.24808110296726227,0.16484661400318146,0.11268661171197891,-0.07276511192321777,-0.10077054798603058,0.14605213701725006,-0.14779289066791534,-0.1250017285346985,-0.07446029037237167,0.325728178024292,0.10307175666093826,0.07968587428331375,0.12501312792301178,-0.177334725856781,-0.022899646311998367,0.20601803064346313,0.2052898406982422,-0.1786794364452362,-0.036088619381189346,0.1849527359008789,0.0637020543217659,-0.35266220569610596,-0.07872077822685242,-0.16037574410438538]","[0.34488674998283386,-0.23111897706985474,-0.07042089104652405,-0.7346269488334656,0.5870285630226135,0.05040000006556511,-0.22785751521587372,0.42162248492240906,-0.21604813635349274,-1.0526258945465088,0.6629143953323364,0.017989415675401688,0.0411655530333519,-0.5414972305297852,0.10839201509952545,0.1431996077299118,-0.29044368863105774,-0.960324227809906,-0.7512044310569763,2.637938976287842,0.2950342297554016,2.5437633991241455,-0.7215981483459473,-0.13739275932312012,0.6889810562133789,-0.6170133948326111,-3.7590627670288086,-0.14379055798053741,2.648815155029297]",0.01908903196454048,0.06168808043003082,0.020980874076485634,0.08820942789316177,0.09634768962860107,4.817384481430054,0,0,0,0.4979756772518158,0.48775625228881836,0.9935839176177979,0.9386522769927979,0.9610716104507446,0.948039174079895,-0.009694223292171955,-0.0,-0.0
